word,concreteness,predicted,fold,k,weighting,embedding
propeller,4.9,4.554813377423081,1,35,distance,crawl-300d-2M-subword.bin
prosperity,1.64,2.1851617713856326,1,35,distance,crawl-300d-2M-subword.bin
protection,2.5,2.602510962339574,1,35,distance,crawl-300d-2M-subword.bin
proverb,2.26,2.7852794206667,1,35,distance,crawl-300d-2M-subword.bin
provocation,2.19,2.4450406252049017,1,35,distance,crawl-300d-2M-subword.bin
psychopath,3.46,3.4937828766302563,1,35,distance,crawl-300d-2M-subword.bin
pulley,4.74,4.279384933323015,1,35,distance,crawl-300d-2M-subword.bin
punter,4.07,4.206842900335756,1,35,distance,crawl-300d-2M-subword.bin
quadrant,3.52,3.6646940585345176,1,35,distance,crawl-300d-2M-subword.bin
quake,3.64,3.641502867294748,1,35,distance,crawl-300d-2M-subword.bin
quality,2.18,2.2368873673768723,1,35,distance,crawl-300d-2M-subword.bin
quart,4.57,4.41348064898341,1,35,distance,crawl-300d-2M-subword.bin
racket,4.26,3.9686824872972983,1,35,distance,crawl-300d-2M-subword.bin
radioactivity,3.44,3.823491293352309,1,35,distance,crawl-300d-2M-subword.bin
railing,4.79,4.663094153618959,1,35,distance,crawl-300d-2M-subword.bin
raisin,4.97,4.869625890710053,1,35,distance,crawl-300d-2M-subword.bin
ranger,4.21,4.209498874889985,1,35,distance,crawl-300d-2M-subword.bin
rat,4.85,4.721020959007346,1,35,distance,crawl-300d-2M-subword.bin
reassurance,1.85,2.1211751354041684,1,35,distance,crawl-300d-2M-subword.bin
receiver,3.66,4.076506852886865,1,35,distance,crawl-300d-2M-subword.bin
receptor,4.04,3.5817035015463348,1,35,distance,crawl-300d-2M-subword.bin
reclamation,2.28,2.7071800276998994,1,35,distance,crawl-300d-2M-subword.bin
reconnaissance,2.04,3.371745669066161,1,35,distance,crawl-300d-2M-subword.bin
recorder,4.43,4.263484991034605,1,35,distance,crawl-300d-2M-subword.bin
recruiter,4.0,3.8874927203314895,1,35,distance,crawl-300d-2M-subword.bin
referendum,2.97,2.7588384774304284,1,35,distance,crawl-300d-2M-subword.bin
refresher,2.5,3.1616708878958044,1,35,distance,crawl-300d-2M-subword.bin
regime,2.86,2.631041001946504,1,35,distance,crawl-300d-2M-subword.bin
registry,3.5,3.4757751972544595,1,35,distance,crawl-300d-2M-subword.bin
regulator,3.43,3.5676441622217507,1,35,distance,crawl-300d-2M-subword.bin
rehearsal,3.2,3.6612131770768803,1,35,distance,crawl-300d-2M-subword.bin
reindeer,4.7,4.822809723661738,1,35,distance,crawl-300d-2M-subword.bin
relation,2.11,2.2408766596440186,1,35,distance,crawl-300d-2M-subword.bin
relativism,1.75,1.902868992407838,1,35,distance,crawl-300d-2M-subword.bin
reliability,1.83,2.029258053455667,1,35,distance,crawl-300d-2M-subword.bin
relic,4.07,3.2894880003214206,1,35,distance,crawl-300d-2M-subword.bin
reminder,2.41,2.728245327953636,1,35,distance,crawl-300d-2M-subword.bin
renaissance,2.3,2.446087453796804,1,35,distance,crawl-300d-2M-subword.bin
rendition,2.42,2.9088615755731206,1,35,distance,crawl-300d-2M-subword.bin
repetition,3.17,2.4451977588806835,1,35,distance,crawl-300d-2M-subword.bin
reporter,4.63,4.010504002444232,1,35,distance,crawl-300d-2M-subword.bin
requirement,2.52,2.470881667812988,1,35,distance,crawl-300d-2M-subword.bin
resin,4.08,4.50001578284337,1,35,distance,crawl-300d-2M-subword.bin
restaurant,4.89,4.6165194712649065,1,35,distance,crawl-300d-2M-subword.bin
restraint,3.32,2.1668399173478745,1,35,distance,crawl-300d-2M-subword.bin
resurrection,2.3,2.446187993205803,1,35,distance,crawl-300d-2M-subword.bin
retainer,4.0,4.109772475290921,1,35,distance,crawl-300d-2M-subword.bin
retaliation,2.48,2.460299310982384,1,35,distance,crawl-300d-2M-subword.bin
retention,2.33,2.651985561868681,1,35,distance,crawl-300d-2M-subword.bin
retina,4.46,4.131588803905394,1,35,distance,crawl-300d-2M-subword.bin
retribution,2.0,2.2809122294837816,1,35,distance,crawl-300d-2M-subword.bin
reunion,3.22,3.451948016274211,1,35,distance,crawl-300d-2M-subword.bin
reversal,2.63,2.230153311810456,1,35,distance,crawl-300d-2M-subword.bin
revolution,2.87,2.4942388974744407,1,35,distance,crawl-300d-2M-subword.bin
ridge,4.48,4.4551379597771055,1,35,distance,crawl-300d-2M-subword.bin
rink,4.56,4.542399218638978,1,35,distance,crawl-300d-2M-subword.bin
river,4.89,4.705778909852474,1,35,distance,crawl-300d-2M-subword.bin
road,4.75,4.572033219787641,1,35,distance,crawl-300d-2M-subword.bin
roadside,4.22,4.647098153125264,1,35,distance,crawl-300d-2M-subword.bin
robber,4.31,4.019220137628585,1,35,distance,crawl-300d-2M-subword.bin
robbery,3.93,3.1009926609627283,1,35,distance,crawl-300d-2M-subword.bin
rocker,4.31,4.209215506643073,1,35,distance,crawl-300d-2M-subword.bin
rollout,2.5,2.705658644387546,1,35,distance,crawl-300d-2M-subword.bin
romance,2.19,2.4399234507590393,1,35,distance,crawl-300d-2M-subword.bin
rope,4.93,4.715421734056,1,35,distance,crawl-300d-2M-subword.bin
route,3.88,3.611331442016833,1,35,distance,crawl-300d-2M-subword.bin
rudder,4.72,4.45736028039252,1,35,distance,crawl-300d-2M-subword.bin
rug,4.79,4.779779623573447,1,35,distance,crawl-300d-2M-subword.bin
runway,4.6,4.496970555795784,1,35,distance,crawl-300d-2M-subword.bin
rupee,4.68,3.604906304276821,1,35,distance,crawl-300d-2M-subword.bin
salesman,4.81,3.9630752305563743,1,35,distance,crawl-300d-2M-subword.bin
saloon,4.68,4.549860917001859,1,35,distance,crawl-300d-2M-subword.bin
sampler,3.72,3.8441552641874215,1,35,distance,crawl-300d-2M-subword.bin
savings,3.32,2.7113836291413276,1,35,distance,crawl-300d-2M-subword.bin
scaffolding,4.83,4.3661797277358785,1,35,distance,crawl-300d-2M-subword.bin
scandal,2.13,2.368311565484568,1,35,distance,crawl-300d-2M-subword.bin
scapegoat,2.52,2.783546629800229,1,35,distance,crawl-300d-2M-subword.bin
scarcity,2.07,2.3394579713049617,1,35,distance,crawl-300d-2M-subword.bin
scenario,2.62,2.4160644371058804,1,35,distance,crawl-300d-2M-subword.bin
scenery,3.38,3.587995365884676,1,35,distance,crawl-300d-2M-subword.bin
scholar,3.5,3.9750442856292354,1,35,distance,crawl-300d-2M-subword.bin
schoolgirl,4.66,4.410957929594475,1,35,distance,crawl-300d-2M-subword.bin
scorpion,4.84,4.777610468086238,1,35,distance,crawl-300d-2M-subword.bin
screenwriter,4.28,4.084523606171976,1,35,distance,crawl-300d-2M-subword.bin
sculptor,4.09,4.194523916274951,1,35,distance,crawl-300d-2M-subword.bin
searcher,3.93,3.7345356478010867,1,35,distance,crawl-300d-2M-subword.bin
seatbelt,4.79,4.687797290582071,1,35,distance,crawl-300d-2M-subword.bin
seawater,4.41,4.387479919817955,1,35,distance,crawl-300d-2M-subword.bin
semantics,1.7,2.093381637584328,1,35,distance,crawl-300d-2M-subword.bin
semen,4.79,4.48539005937735,1,35,distance,crawl-300d-2M-subword.bin
senator,4.59,4.156438904691521,1,35,distance,crawl-300d-2M-subword.bin
sender,3.82,3.7409340076155413,1,35,distance,crawl-300d-2M-subword.bin
sensor,3.96,4.10560274604069,1,35,distance,crawl-300d-2M-subword.bin
serenity,1.62,2.245021702782983,1,35,distance,crawl-300d-2M-subword.bin
seriousness,1.5,1.957208408561696,1,35,distance,crawl-300d-2M-subword.bin
server,4.55,3.7728912224952658,1,35,distance,crawl-300d-2M-subword.bin
servitude,2.32,2.552018542516784,1,35,distance,crawl-300d-2M-subword.bin
setback,1.97,2.5287382218136547,1,35,distance,crawl-300d-2M-subword.bin
sewage,4.52,4.241833900112501,1,35,distance,crawl-300d-2M-subword.bin
sewer,4.46,4.328084467206094,1,35,distance,crawl-300d-2M-subword.bin
shack,4.93,4.563659404105342,1,35,distance,crawl-300d-2M-subword.bin
shading,3.33,3.6796283256387436,1,35,distance,crawl-300d-2M-subword.bin
shelf,4.96,4.742810440274432,1,35,distance,crawl-300d-2M-subword.bin
sheriff,4.5,4.254623600561246,1,35,distance,crawl-300d-2M-subword.bin
shipping,3.59,3.7194767988925337,1,35,distance,crawl-300d-2M-subword.bin
shipyard,4.79,4.401803141466015,1,35,distance,crawl-300d-2M-subword.bin
shirt,4.94,4.768537349772613,1,35,distance,crawl-300d-2M-subword.bin
shooter,4.14,4.197265634857598,1,35,distance,crawl-300d-2M-subword.bin
shopping,3.44,3.7351813172095336,1,35,distance,crawl-300d-2M-subword.bin
shoreline,4.87,4.4956294158279375,1,35,distance,crawl-300d-2M-subword.bin
sickness,3.45,3.0006622530867215,1,35,distance,crawl-300d-2M-subword.bin
side,3.68,4.087785797791728,1,35,distance,crawl-300d-2M-subword.bin
sighting,3.14,3.3945890118532036,1,35,distance,crawl-300d-2M-subword.bin
silica,4.22,4.361524463999,1,35,distance,crawl-300d-2M-subword.bin
sill,4.59,4.622742716442852,1,35,distance,crawl-300d-2M-subword.bin
sinus,4.27,4.106288766931056,1,35,distance,crawl-300d-2M-subword.bin
sitter,3.89,4.2525653056952075,1,35,distance,crawl-300d-2M-subword.bin
skeleton,4.97,4.503086260362976,1,35,distance,crawl-300d-2M-subword.bin
skier,4.32,4.329408200242316,1,35,distance,crawl-300d-2M-subword.bin
slave,4.38,3.799226512568152,1,35,distance,crawl-300d-2M-subword.bin
slipper,4.86,4.7815357941239816,1,35,distance,crawl-300d-2M-subword.bin
slut,3.19,4.02261471916166,1,35,distance,crawl-300d-2M-subword.bin
smallpox,4.25,3.6605585553386604,1,35,distance,crawl-300d-2M-subword.bin
smoothie,4.62,4.729866725967104,1,35,distance,crawl-300d-2M-subword.bin
smuggler,4.31,3.905938173828704,1,35,distance,crawl-300d-2M-subword.bin
snippet,3.3,3.2253147790734564,1,35,distance,crawl-300d-2M-subword.bin
snob,2.7,3.1897360499878062,1,35,distance,crawl-300d-2M-subword.bin
soap,4.93,4.765122668158287,1,35,distance,crawl-300d-2M-subword.bin
socialization,1.79,2.5535615822424154,1,35,distance,crawl-300d-2M-subword.bin
socket,4.32,4.4247398854954785,1,35,distance,crawl-300d-2M-subword.bin
sod,4.62,4.707894228309227,1,35,distance,crawl-300d-2M-subword.bin
soldier,4.72,4.268542743072836,1,35,distance,crawl-300d-2M-subword.bin
soup,4.72,4.7690784501635415,1,35,distance,crawl-300d-2M-subword.bin
sovereignty,2.76,2.29993043297166,1,35,distance,crawl-300d-2M-subword.bin
spa,4.67,4.2025152138779065,1,35,distance,crawl-300d-2M-subword.bin
spacecraft,4.8,4.305704548291102,1,35,distance,crawl-300d-2M-subword.bin
spacer,3.68,4.167002868041693,1,35,distance,crawl-300d-2M-subword.bin
spaceship,4.48,4.4492636659265,1,35,distance,crawl-300d-2M-subword.bin
speaker,4.69,4.028616926827816,1,35,distance,crawl-300d-2M-subword.bin
spectacle,3.45,2.681164949115219,1,35,distance,crawl-300d-2M-subword.bin
speculation,2.15,2.1916029005172817,1,35,distance,crawl-300d-2M-subword.bin
spelling,3.63,2.9589386344878594,1,35,distance,crawl-300d-2M-subword.bin
sperm,4.82,4.294426613099858,1,35,distance,crawl-300d-2M-subword.bin
spindle,4.92,4.464497147786257,1,35,distance,crawl-300d-2M-subword.bin
springboard,4.24,3.184351090663567,1,35,distance,crawl-300d-2M-subword.bin
sprinkler,4.89,4.624482130934382,1,35,distance,crawl-300d-2M-subword.bin
staffing,2.62,3.10833809533406,1,35,distance,crawl-300d-2M-subword.bin
stagnation,2.19,2.366636739687674,1,35,distance,crawl-300d-2M-subword.bin
stance,4.04,2.145260803116393,1,35,distance,crawl-300d-2M-subword.bin
standardization,1.93,2.293251905026776,1,35,distance,crawl-300d-2M-subword.bin
station,4.32,4.221579073475569,1,35,distance,crawl-300d-2M-subword.bin
statistician,3.88,3.9824463416211673,1,35,distance,crawl-300d-2M-subword.bin
statue,4.93,4.376100175061157,1,35,distance,crawl-300d-2M-subword.bin
sticker,4.67,4.559316742385575,1,35,distance,crawl-300d-2M-subword.bin
stimulation,2.44,2.735751646917566,1,35,distance,crawl-300d-2M-subword.bin
stipend,3.46,3.0630911108005163,1,35,distance,crawl-300d-2M-subword.bin
stipulation,2.33,2.345777034043984,1,35,distance,crawl-300d-2M-subword.bin
stretcher,4.56,4.556106598386183,1,35,distance,crawl-300d-2M-subword.bin
strife,2.2,2.2917482894236954,1,35,distance,crawl-300d-2M-subword.bin
submitter,3.3,3.747480774270925,1,35,distance,crawl-300d-2M-subword.bin
subscriber,3.31,3.727133620990247,1,35,distance,crawl-300d-2M-subword.bin
subscription,3.22,3.4671953007381795,1,35,distance,crawl-300d-2M-subword.bin
subsidy,2.16,2.8681115620843967,1,35,distance,crawl-300d-2M-subword.bin
subversion,2.15,2.196645612676409,1,35,distance,crawl-300d-2M-subword.bin
suitor,3.77,3.6702948072652184,1,35,distance,crawl-300d-2M-subword.bin
sulfate,3.86,3.9665729553219813,1,35,distance,crawl-300d-2M-subword.bin
sulfur,4.43,4.1048281845874355,1,35,distance,crawl-300d-2M-subword.bin
sunflower,4.8,4.866956840750838,1,35,distance,crawl-300d-2M-subword.bin
sunscreen,4.74,4.671545229199386,1,35,distance,crawl-300d-2M-subword.bin
sunshine,4.21,3.599759158504035,1,35,distance,crawl-300d-2M-subword.bin
supercomputer,4.0,3.9277031471808925,1,35,distance,crawl-300d-2M-subword.bin
supplier,3.41,3.761042944384218,1,35,distance,crawl-300d-2M-subword.bin
supposition,1.77,1.883786471336324,1,35,distance,crawl-300d-2M-subword.bin
susceptibility,1.6,2.349682580699387,1,35,distance,crawl-300d-2M-subword.bin
sushi,4.96,4.730262289345406,1,35,distance,crawl-300d-2M-subword.bin
sustenance,2.26,2.6811941583443706,1,35,distance,crawl-300d-2M-subword.bin
syllable,3.26,2.9714468786828014,1,35,distance,crawl-300d-2M-subword.bin
sympathy,1.88,2.0620781940532256,1,35,distance,crawl-300d-2M-subword.bin
synchronization,2.62,2.7359395205080124,1,35,distance,crawl-300d-2M-subword.bin
tablet,4.82,4.584383742030856,1,35,distance,crawl-300d-2M-subword.bin
taco,4.93,4.865648108285662,1,35,distance,crawl-300d-2M-subword.bin
tailgate,3.93,4.631489072620389,1,35,distance,crawl-300d-2M-subword.bin
tank,4.8,4.604395918949253,1,35,distance,crawl-300d-2M-subword.bin
tapestry,4.52,3.8493443149505464,1,35,distance,crawl-300d-2M-subword.bin
technique,2.4,2.4948050468172243,1,35,distance,crawl-300d-2M-subword.bin
telecommunication,3.0,3.564503371787776,1,35,distance,crawl-300d-2M-subword.bin
temptation,1.84,2.1911309007376745,1,35,distance,crawl-300d-2M-subword.bin
tendency,1.83,2.0854162316593365,1,35,distance,crawl-300d-2M-subword.bin
tendon,4.47,4.202234152656232,1,35,distance,crawl-300d-2M-subword.bin
tenet,3.2,2.112038220747949,1,35,distance,crawl-300d-2M-subword.bin
term,2.82,2.5059536287740136,1,35,distance,crawl-300d-2M-subword.bin
termination,2.47,2.602242282023442,1,35,distance,crawl-300d-2M-subword.bin
testimony,3.21,2.5490731336145713,1,35,distance,crawl-300d-2M-subword.bin
testosterone,3.79,3.790375813692594,1,35,distance,crawl-300d-2M-subword.bin
theme,2.72,2.788708250942564,1,35,distance,crawl-300d-2M-subword.bin
theorist,2.54,3.399371796422967,1,35,distance,crawl-300d-2M-subword.bin
therapist,4.52,3.9605974367379106,1,35,distance,crawl-300d-2M-subword.bin
thesis,3.71,2.860382469065316,1,35,distance,crawl-300d-2M-subword.bin
thief,4.37,3.8307675676356006,1,35,distance,crawl-300d-2M-subword.bin
thing,3.17,2.5561078572976297,1,35,distance,crawl-300d-2M-subword.bin
thumbnail,4.5,3.974824781001394,1,35,distance,crawl-300d-2M-subword.bin
tiling,3.9,4.093931935217731,1,35,distance,crawl-300d-2M-subword.bin
time,3.07,3.0453578584196195,1,35,distance,crawl-300d-2M-subword.bin
timetable,4.08,2.86718118185093,1,35,distance,crawl-300d-2M-subword.bin
tit,4.64,4.7949867332660725,1,35,distance,crawl-300d-2M-subword.bin
titanium,4.67,4.477507427496527,1,35,distance,crawl-300d-2M-subword.bin
tofu,4.86,4.809568516978487,1,35,distance,crawl-300d-2M-subword.bin
tomato,5.0,4.867276903320707,1,35,distance,crawl-300d-2M-subword.bin
tongue,4.93,4.548399716447645,1,35,distance,crawl-300d-2M-subword.bin
tortoise,4.87,4.876432233692877,1,35,distance,crawl-300d-2M-subword.bin
toughness,2.41,2.2056553786765805,1,35,distance,crawl-300d-2M-subword.bin
toxicity,2.79,2.7443610490835884,1,35,distance,crawl-300d-2M-subword.bin
tract,3.46,3.8640612974525794,1,35,distance,crawl-300d-2M-subword.bin
trading,3.14,3.255308503369211,1,35,distance,crawl-300d-2M-subword.bin
trance,3.0,2.7617219205633297,1,35,distance,crawl-300d-2M-subword.bin
transcript,4.07,3.4471524813132217,1,35,distance,crawl-300d-2M-subword.bin
traps,4.15,3.8155064931350116,1,35,distance,crawl-300d-2M-subword.bin
treadmill,4.93,4.402607639868284,1,35,distance,crawl-300d-2M-subword.bin
treaty,3.07,2.6977879605276485,1,35,distance,crawl-300d-2M-subword.bin
tree,5.0,4.71940187632138,1,35,distance,crawl-300d-2M-subword.bin
triangle,4.52,3.8756751915531433,1,35,distance,crawl-300d-2M-subword.bin
trimester,2.78,3.849206493673424,1,35,distance,crawl-300d-2M-subword.bin
trip,3.71,3.482462763659151,1,35,distance,crawl-300d-2M-subword.bin
trophy,4.89,3.8908598170273443,1,35,distance,crawl-300d-2M-subword.bin
trout,4.72,4.682576403031674,1,35,distance,crawl-300d-2M-subword.bin
tuna,4.89,4.8440278264687535,1,35,distance,crawl-300d-2M-subword.bin
tuner,3.73,4.14289810203108,1,35,distance,crawl-300d-2M-subword.bin
turnaround,2.96,2.643562620432213,1,35,distance,crawl-300d-2M-subword.bin
turnout,3.07,3.024768181593913,1,35,distance,crawl-300d-2M-subword.bin
turntable,4.57,4.622068207557836,1,35,distance,crawl-300d-2M-subword.bin
turret,4.61,4.512584835322521,1,35,distance,crawl-300d-2M-subword.bin
turtle,5.0,4.870195077217626,1,35,distance,crawl-300d-2M-subword.bin
tyranny,1.68,2.3193705726131353,1,35,distance,crawl-300d-2M-subword.bin
ulcer,4.69,3.918578904640632,1,35,distance,crawl-300d-2M-subword.bin
underdog,2.71,2.983839143583604,1,35,distance,crawl-300d-2M-subword.bin
underwriting,2.7,2.7855484394912047,1,35,distance,crawl-300d-2M-subword.bin
unfairness,1.67,2.0509300396145824,1,35,distance,crawl-300d-2M-subword.bin
unison,2.96,2.770832775444257,1,35,distance,crawl-300d-2M-subword.bin
unity,2.23,2.137263390300584,1,35,distance,crawl-300d-2M-subword.bin
uprising,2.41,2.812899486880557,1,35,distance,crawl-300d-2M-subword.bin
uptake,2.76,2.666110112441265,1,35,distance,crawl-300d-2M-subword.bin
usefulness,1.86,2.0231204207641205,1,35,distance,crawl-300d-2M-subword.bin
user,3.16,3.7810094240289374,1,35,distance,crawl-300d-2M-subword.bin
vampire,4.18,4.020090542703719,1,35,distance,crawl-300d-2M-subword.bin
vandalism,3.47,2.757529053831608,1,35,distance,crawl-300d-2M-subword.bin
variety,2.13,2.799054718501503,1,35,distance,crawl-300d-2M-subword.bin
velvet,4.44,4.6495444545626645,1,35,distance,crawl-300d-2M-subword.bin
vengeance,2.04,2.299574635223852,1,35,distance,crawl-300d-2M-subword.bin
venom,4.62,3.371767305182363,1,35,distance,crawl-300d-2M-subword.bin
verification,2.45,2.596658724059578,1,35,distance,crawl-300d-2M-subword.bin
vigilante,3.37,3.5876656168550074,1,35,distance,crawl-300d-2M-subword.bin
violation,2.67,2.4312278469262862,1,35,distance,crawl-300d-2M-subword.bin
violence,3.07,2.621180136352305,1,35,distance,crawl-300d-2M-subword.bin
visa,4.38,3.45501660454149,1,35,distance,crawl-300d-2M-subword.bin
vision,3.39,2.300712527170767,1,35,distance,crawl-300d-2M-subword.bin
vocabulary,3.03,2.6241530455340087,1,35,distance,crawl-300d-2M-subword.bin
volcano,4.75,4.600056841013996,1,35,distance,crawl-300d-2M-subword.bin
volt,3.43,3.8129783450494474,1,35,distance,crawl-300d-2M-subword.bin
vortex,3.28,3.3660213820505285,1,35,distance,crawl-300d-2M-subword.bin
vowel,3.8,3.1756074281815367,1,35,distance,crawl-300d-2M-subword.bin
war,3.63,2.8114544728434505,1,35,distance,crawl-300d-2M-subword.bin
warden,4.27,4.251399619983163,1,35,distance,crawl-300d-2M-subword.bin
wardrobe,4.67,4.5604813835204965,1,35,distance,crawl-300d-2M-subword.bin
warlord,4.4,3.9695519148818987,1,35,distance,crawl-300d-2M-subword.bin
warranty,3.21,2.9461638740093594,1,35,distance,crawl-300d-2M-subword.bin
wartime,2.63,3.0652004239603543,1,35,distance,crawl-300d-2M-subword.bin
washer,4.7,4.477294773108148,1,35,distance,crawl-300d-2M-subword.bin
watchdog,4.29,3.6370309080582786,1,35,distance,crawl-300d-2M-subword.bin
watcher,4.17,3.695594177126697,1,35,distance,crawl-300d-2M-subword.bin
watercolor,4.33,4.4561026781574125,1,35,distance,crawl-300d-2M-subword.bin
waterfall,4.9,4.6945903013572545,1,35,distance,crawl-300d-2M-subword.bin
weaponry,3.56,4.103871153110559,1,35,distance,crawl-300d-2M-subword.bin
week,3.48,3.3750078379179285,1,35,distance,crawl-300d-2M-subword.bin
welfare,2.57,2.853788476326015,1,35,distance,crawl-300d-2M-subword.bin
whim,1.69,2.3860911782684533,1,35,distance,crawl-300d-2M-subword.bin
whisky,5.0,4.731401421933689,1,35,distance,crawl-300d-2M-subword.bin
wickedness,1.72,2.198517518391694,1,35,distance,crawl-300d-2M-subword.bin
wilderness,3.79,3.6229631962277344,1,35,distance,crawl-300d-2M-subword.bin
winner,3.21,3.3069942835816377,1,35,distance,crawl-300d-2M-subword.bin
winter,3.84,3.6339161747173496,1,35,distance,crawl-300d-2M-subword.bin
wool,4.86,4.739066864238133,1,35,distance,crawl-300d-2M-subword.bin
word,3.56,2.708237329933367,1,35,distance,crawl-300d-2M-subword.bin
workload,3.52,2.8138965762253454,1,35,distance,crawl-300d-2M-subword.bin
worksheet,4.66,3.8943158619447504,1,35,distance,crawl-300d-2M-subword.bin
workspace,4.25,4.224469923638531,1,35,distance,crawl-300d-2M-subword.bin
wrath,2.42,2.295433003469453,1,35,distance,crawl-300d-2M-subword.bin
wreath,4.93,4.690265057717943,1,35,distance,crawl-300d-2M-subword.bin
wreckage,4.46,3.666060896417001,1,35,distance,crawl-300d-2M-subword.bin
yacht,4.97,4.564505337817152,1,35,distance,crawl-300d-2M-subword.bin
zebra,4.86,4.854969852935774,1,35,distance,crawl-300d-2M-subword.bin
zinc,4.4,4.2362658737962535,1,35,distance,crawl-300d-2M-subword.bin
zipper,4.83,4.580005280791689,1,35,distance,crawl-300d-2M-subword.bin
zone,3.07,3.4400395307855747,1,35,distance,crawl-300d-2M-subword.bin
abstraction,1.57,1.9420412375925644,2,35,distance,crawl-300d-2M-subword.bin
academia,2.12,3.1822445963323127,2,35,distance,crawl-300d-2M-subword.bin
accessibility,2.3,2.1928283122558194,2,35,distance,crawl-300d-2M-subword.bin
accident,3.26,2.865287862676088,2,35,distance,crawl-300d-2M-subword.bin
accomplishment,2.5,2.244360370688846,2,35,distance,crawl-300d-2M-subword.bin
accordion,4.86,4.382862751727002,2,35,distance,crawl-300d-2M-subword.bin
accountability,1.55,2.0666536220087433,2,35,distance,crawl-300d-2M-subword.bin
acne,4.89,3.6451348426607946,2,35,distance,crawl-300d-2M-subword.bin
acronym,2.64,2.8172660783800585,2,35,distance,crawl-300d-2M-subword.bin
action,2.86,2.673301520806004,2,35,distance,crawl-300d-2M-subword.bin
actor,4.57,4.054404481997028,2,35,distance,crawl-300d-2M-subword.bin
adaptation,2.04,2.5828785299055568,2,35,distance,crawl-300d-2M-subword.bin
adherence,1.5,2.190979601461435,2,35,distance,crawl-300d-2M-subword.bin
administration,2.78,3.009898445180763,2,35,distance,crawl-300d-2M-subword.bin
admiral,4.11,4.064476157647767,2,35,distance,crawl-300d-2M-subword.bin
adoption,3.03,2.6436552523953187,2,35,distance,crawl-300d-2M-subword.bin
adversity,1.44,2.17146226108322,2,35,distance,crawl-300d-2M-subword.bin
advice,2.73,2.4726559748539914,2,35,distance,crawl-300d-2M-subword.bin
advocacy,2.0,2.446056130934106,2,35,distance,crawl-300d-2M-subword.bin
affection,2.22,2.1096679321655336,2,35,distance,crawl-300d-2M-subword.bin
affordability,1.93,2.089431392532057,2,35,distance,crawl-300d-2M-subword.bin
aftermarket,3.58,4.150437756056114,2,35,distance,crawl-300d-2M-subword.bin
aftermath,1.97,2.7061540014323926,2,35,distance,crawl-300d-2M-subword.bin
afternoon,3.7,3.4350412853527317,2,35,distance,crawl-300d-2M-subword.bin
aggressor,3.29,3.3413288707627355,2,35,distance,crawl-300d-2M-subword.bin
agitation,2.33,2.361162705048643,2,35,distance,crawl-300d-2M-subword.bin
agreement,2.22,2.4747582621732973,2,35,distance,crawl-300d-2M-subword.bin
airplane,4.96,4.56374120270832,2,35,distance,crawl-300d-2M-subword.bin
airship,4.92,4.421989527501709,2,35,distance,crawl-300d-2M-subword.bin
airway,4.34,4.076821064373419,2,35,distance,crawl-300d-2M-subword.bin
aisle,4.35,4.533842888667913,2,35,distance,crawl-300d-2M-subword.bin
allegation,1.79,2.327273715387472,2,35,distance,crawl-300d-2M-subword.bin
allegory,2.07,2.17145884723729,2,35,distance,crawl-300d-2M-subword.bin
alleyway,4.3,4.612687287994927,2,35,distance,crawl-300d-2M-subword.bin
altar,4.85,3.996993277101415,2,35,distance,crawl-300d-2M-subword.bin
altitude,2.96,3.32753001434214,2,35,distance,crawl-300d-2M-subword.bin
altruism,1.5,1.9242393337200046,2,35,distance,crawl-300d-2M-subword.bin
ambience,1.72,2.7115218544780526,2,35,distance,crawl-300d-2M-subword.bin
ambiguity,1.3,1.9088241598598745,2,35,distance,crawl-300d-2M-subword.bin
amends,1.92,2.484361145945239,2,35,distance,crawl-300d-2M-subword.bin
amplifier,4.79,3.958287824614784,2,35,distance,crawl-300d-2M-subword.bin
amusement,2.07,2.205563936048337,2,35,distance,crawl-300d-2M-subword.bin
analogy,1.61,2.1631296562032083,2,35,distance,crawl-300d-2M-subword.bin
analyst,4.23,3.909116489704643,2,35,distance,crawl-300d-2M-subword.bin
anarchism,1.92,2.128672542761377,2,35,distance,crawl-300d-2M-subword.bin
anarchist,2.83,3.090581751398639,2,35,distance,crawl-300d-2M-subword.bin
anatomy,3.59,3.818128883396164,2,35,distance,crawl-300d-2M-subword.bin
angler,4.14,4.126059537079672,2,35,distance,crawl-300d-2M-subword.bin
animator,4.0,4.088026966793532,2,35,distance,crawl-300d-2M-subword.bin
annexation,2.32,2.626989598611828,2,35,distance,crawl-300d-2M-subword.bin
announcement,2.79,2.919453172688731,2,35,distance,crawl-300d-2M-subword.bin
annuity,2.64,3.0490097662014604,2,35,distance,crawl-300d-2M-subword.bin
anomaly,1.79,2.274359552698244,2,35,distance,crawl-300d-2M-subword.bin
anorexia,3.41,3.0525759481225605,2,35,distance,crawl-300d-2M-subword.bin
anthropology,2.41,3.0246515648700467,2,35,distance,crawl-300d-2M-subword.bin
apostle,3.22,3.3342895331377016,2,35,distance,crawl-300d-2M-subword.bin
apple,5.0,4.866195038477078,2,35,distance,crawl-300d-2M-subword.bin
appliance,4.57,4.3396620311901914,2,35,distance,crawl-300d-2M-subword.bin
applicant,4.0,3.6992084238871152,2,35,distance,crawl-300d-2M-subword.bin
apprenticeship,2.7,3.293614326842989,2,35,distance,crawl-300d-2M-subword.bin
approximation,1.85,2.431592923910863,2,35,distance,crawl-300d-2M-subword.bin
