word,run1,run2,run3,mean
consignment,3,3,2,2.667
consistency,3,3,3,3
consolation,3,3,3,3
consolidation,3,3,3,3
consonant,2,3,2,2.333
consortium,2,2,2,2
conspiracy,2,2,2,2
conspirator,3,3,3,3
constable,2,2,2,2
constellation,3,3,3,3
constipation,3,3,3,3
constituency,2,2,2,2
constitution,2,2,2,2
constitutionality,2,2,2,2
constraint,2,2,2,2
construction,4,4,4,4
constructor,4,4,4,4
consul,2,2,2,2
consulate,2,3,2,2.333
consultant,3,3,3,3
consultation,3,3,3,3
consumer,3,3,3,3
consumerism,2,2,2,2
consumption,3,3,3,3
container,5,5,5,5
containment,3,3,3,3
contaminant,3,3,3,3
contamination,3,2,2,2.333
contemplation,2,2,2,2
contempt,2,2,2,2
contender,3,3,3,3
contention,2,2,2,2
contentment,3,3,3,3
contestant,4,4,4,4
context,2,2,2,2
continent,4,4,4,4
contingency,2,2,2,2
continuance,3,2,2,2.333
continuation,3,3,3,3
continuity,2,2,3,2.333
continuum,2,2,2,2
contraception,2,2,2,2
contraction,3,3,3,3
contractor,3,3,3,3
contradiction,2,2,2,2
contribution,3,3,3,3
contributor,3,3,3,3
controller,4,4,4,4
controversy,2,2,2,2
conundrum,2,2,2,2
convection,3,3,3,3
convenience,3,3,3,3
convent,3,3,3,3
convention,2,3,2,2.333
convergence,3,3,3,3
conversation,4,4,4,4
conversion,3,3,3,3
converter,3,3,3,3
conveyance,3,3,3,3
conveyor,4,4,4,4
conviction,3,3,3,3
convoy,3,3,3,3
cookbook,5,5,5,5
cooker,5,5,5,5
cookie,5,5,5,5
coolant,4,4,4,4
cooler,4,4,4,4
cooperation,3,3,3,3
coordination,3,3,3,3
coordinator,3,3,3,3
copper,5,5,5,5
cord,5,5,5,5
corn,5,5,5,5
cornerstone,3,4,3,3.333
coronation,3,3,3,3
coroner,3,3,3,3
corporation,2,2,2,2
corps,4,4,4,4
corpse,5,5,5,5
correction,3,3,3,3
correctness,2,2,2,2
correlation,2,2,2,2
correspondence,2,2,2,2
correspondent,3,3,3,3
corridor,5,5,5,5
corrosion,3,3,3,3
corruption,2,2,2,2
cortex,3,3,3,3
cosmology,2,2,2,2
cosmos,3,3,3,3
cot,5,5,5,5
cottage,5,5,5,5
cotton,5,5,5,5
council,2,3,3,2.667
councilor,3,3,3,3
counseling,3,3,3,3
counselor,3,3,3,3
countdown,3,3,3,3
counterpart,3,3,3,3
counterpoint,3,3,3,3
country,4,4,4,4
countryman,3,3,3,3
countryside,4,4,5,4.333
county,3,3,3,3
coupe,4,4,4,4
coupling,3,3,3,3
coupon,4,4,4,4
courage,4,4,4,4
courier,4,4,4,4
court,4,4,4,4
courtesy,3,3,3,3
courthouse,5,5,5,5
courtroom,4,4,4,4
courtship,3,3,3,3
courtyard,4,5,5,4.667
cousin,4,4,4,4
covenant,2,2,2,2
coverage,3,3,3,3
cow,5,5,5,5
coward,2,2,2,2
cowardice,2,2,2,2
cowboy,5,5,5,5
coworker,4,4,4,4
coyote,5,5,5,5
crackdown,3,3,3,3
cracker,5,5,5,5
craftsman,4,4,4,4
craftsmanship,4,4,4,4
cranberry,5,5,5,5
crayon,5,5,5,5
cream,5,5,5,5
creation,3,3,3,3
creationism,2,2,2,2
creationist,3,3,3,3
creativity,3,3,3,3
creator,3,3,3,3
creature,4,4,4,4
credence,2,2,2,2
credibility,2,2,2,2
creditor,2,2,2,2
creed,2,2,2,2
creek,5,5,5,5
cremation,3,3,3,3
crest,4,4,4,4
crevice,5,5,5,5
crew,4,4,4,4
cricket,5,5,5,5
crime,3,3,3,3
criminality,2,2,2,2
crisis,3,3,3,3
critic,3,3,3,3
criticism,2,2,2,2
critter,4,4,5,4.333
crocodile,5,5,5,5
crossover,3,3,3,3
crossroad,4,4,4,4
crucifixion,2,2,2,2
cruelty,2,2,2,2
cruiser,4,4,4,4
crutch,5,5,5,5
crux,3,3,3,3
crypt,4,4,3,3.667
cub,5,5,5,5
cubicle,4,4,4,4
cucumber,5,5,5,5
cuisine,3,4,4,3.667
culmination,2,2,3,2.333
culprit,3,3,3,3
cult,3,3,2,2.667
cultivation,3,3,3,3
culture,3,3,3,3
cunt,2,2,2,2
cup,5,5,5,5
cupboard,5,5,5,5
cupcake,5,5,5,5
curator,3,3,3,3
curfew,3,3,3,3
curiosity,3,3,3,3
currency,3,3,3,3
curriculum,2,3,2,2.333
cursor,3,3,3,3
curtain,5,5,5,5
curvature,3,3,3,3
cusp,3,3,3,3
custard,5,5,5,5
custodian,3,3,3,3
custody,3,3,2,2.667
customer,4,4,4,4
cutback,3,3,3,3
cutlery,5,4,5,4.667
cutoff,3,3,3,3
cutter,5,5,5,5
cyclist,5,5,5,5
cyclone,4,4,4,4
cylinder,5,5,5,5
cynicism,2,2,2,2
cyst,3,3,2,2.667
dad,5,5,5,5
daddy,5,5,5,5
dagger,5,5,5,5
dairy,4,4,4,4
damper,4,3,4,3.667
dancer,5,5,5,5
danger,4,4,4,4
darkness,4,4,4,4
darts,4,4,4,4
dashboard,5,5,5,5
data,3,3,3,3
database,3,3,3,3
daughter,5,5,5,5
day,5,5,5,5
daycare,4,4,4,4
daylight,5,5,5,5
deacon,3,2,2,2.333
deadline,3,3,3,3
deafness,3,3,3,3
dealer,4,4,4,4
dealership,4,4,4,4
death,2,3,2,2.333
debacle,2,2,2,2
debris,5,5,5,5
debt,2,2,2,2
decade,3,3,3,3
deceit,2,2,2,2
decency,3,2,2,2.333
deception,2,2,2,2
decision,3,3,3,3
declaration,3,3,3,3
decoder,3,3,3,3
decomposition,3,3,3,3
decor,4,4,4,4
decoration,4,4,4,4
dedication,3,3,3,3
deduction,2,2,2,2
deed,3,3,3,3
deer,5,5,5,5
defamation,2,2,2,2
defendant,3,3,3,3
defender,3,3,3,3
defense,3,3,3,3
deference,2,2,2,2
defiance,3,3,3,3
deficiency,2,2,2,2
deficit,2,2,2,2
definition,2,2,2,2
deflation,2,2,2,2
deflection,3,3,3,3
deforestation,3,3,3,3
deformation,3,3,3,3
deformity,3,3,3,3
degeneration,2,2,2,2
degradation,2,2,2,2
degree,2,2,2,2
dehydration,3,3,3,3
deity,2,2,2,2
delegation,3,3,3,3
deletion,2,2,2,2
deli,5,5,5,5
deliberation,2,2,2,2
delicacy,3,3,3,3
deliverance,2,2,2,2
delivery,4,4,4,4
delusion,2,2,2,2
demeanor,3,3,3,3
dementia,2,2,2,2
demise,2,2,2,2
demo,3,3,3,3
democracy,3,3,3,3
democrat,3,3,3,3
demolition,4,4,4,4
demon,3,3,3,3
demonstration,4,4,4,4
demonstrator,4,4,4,4
den,4,4,4,4
denial,2,2,2,2
denim,5,5,5,5
denomination,2,2,2,2
denominator,2,2,2,2
density,3,3,3,3
dentist,4,5,5,4.667
dentistry,3,3,3,3
department,3,3,3,3
departure,3,3,3,3
dependence,2,2,2,2
dependency,2,2,2,2
depiction,3,3,3,3
depletion,2,2,3,2.333
deployment,3,3,3,3
deportation,2,2,2,2
deposition,3,3,3,3
depositor,2,2,2,2
depot,4,4,4,4
depreciation,2,2,2,2
depression,2,2,2,2
deprivation,2,2,2,2
depth,3,3,3,3
derby,3,3,3,3
deregulation,2,2,2,2
derivation,2,2,2,2
descendant,3,3,3,3
descent,3,3,3,3
description,3,3,3,3
descriptor,3,3,3,3
designation,2,2,2,2
designer,3,3,3,3
desirability,3,3,3,3
desk,5,5,5,5
desktop,5,5,5,5
desperation,2,2,2,2
dessert,5,5,5,5
destination,4,4,4,4
destiny,2,2,2,2
destroyer,4,4,4,4
destruction,3,3,3,3
detachment,2,2,2,2
detainee,3,3,3,3
detection,3,3,3,3
detective,4,4,4,4
detector,4,4,3,3.667
detention,3,3,3,3
detergent,5,5,5,5
deterioration,3,3,2,2.667
determination,3,3,3,3
deterrence,2,2,2,2
deterrent,2,2,3,2.333
detriment,2,2,2,2
devaluation,2,2,2,2
devastation,2,2,2,2
developer,3,3,3,3
development,3,3,3,3
deviation,3,2,3,2.667
device,4,4,4,4
devil,3,3,3,3
devotee,3,3,3,3
devotion,3,3,3,3
dew,5,5,5,5
dexterity,3,3,3,3
diabetes,3,3,3,3
diagnosis,3,3,3,3
dialect,3,3,3,3
dialogue,3,3,3,3
dialysis,2,2,2,2
diameter,3,3,3,3
diamond,5,5,5,5
diaphragm,3,3,3,3
diarrhea,5,5,5,5
diary,4,4,4,4
dick,5,5,4,4.667
dictator,3,3,2,2.667
dictatorship,2,2,2,2
dictionary,4,4,4,4
diet,3,3,3,3
difference,3,3,3,3
differentiation,3,3,3,3
difficulty,2,3,2,2.333
diffusion,3,3,3,3
digestion,3,3,3,3
digit,5,5,5,5
dignitary,3,3,3,3
dignity,2,2,2,2
dilemma,3,3,3,3
diligence,3,3,3,3
dilution,3,3,3,3
dime,5,5,5,5
dimension,3,3,3,3
diner,5,5,5,5
dining,4,4,4,4
dinner,5,5,5,5
dinosaur,5,5,5,5
diocese,2,2,2,2
dioxide,2,2,2,2
diploma,3,3,3,3
diplomacy,2,2,2,2
diplomat,3,3,3,3
direction,3,3,3,3
directive,3,3,3,3
director,3,3,3,3
directory,3,3,3,3
dirt,5,5,5,5
disability,3,3,3,3
disagreement,2,2,2,2
disappearance,3,3,3,3
disappointment,2,2,2,2
disapproval,2,2,2,2
disarmament,2,2,2,2
disaster,3,3,3,3
disbelief,2,2,2,2
disc,5,5,5,5
discernment,2,3,3,2.667
disciple,2,3,3,2.667
disclaimer,2,2,2,2
disclosure,2,2,2,2
disco,4,4,4,4
discourse,2,2,2,2
discovery,4,3,3,3.333
discrepancy,2,2,2,2
discretion,2,2,2,2
discrimination,2,2,2,2
discussion,3,3,3,3
disease,4,3,4,3.667
dishonesty,2,2,2,2
dishwasher,5,5,5,5
disinformation,2,2,2,2
disintegration,2,2,2,2
disk,5,5,5,5
dislocation,3,3,3,3
dismissal,2,2,2,2
disobedience,2,2,2,2
disorder,3,3,3,3
disparity,2,2,2,2
dispensation,2,2,2,2
dispenser,4,4,4,4
dispersal,3,3,3,3
dispersion,3,3,3,3
displacement,2,3,2,2.333
displeasure,2,2,2,2
disposal,3,2,2,2.333
disposition,3,3,3,3
disqualification,2,2,2,2
disruption,3,3,3,3
dissatisfaction,2,2,2,2
dissection,3,3,3,3
dissemination,2,2,2,2
dissertation,2,2,2,2
disservice,2,2,2,2
dissolution,2,2,2,2
dissonance,2,2,2,2
distillery,4,4,4,4
distinction,3,2,2,2.333
distortion,3,3,3,3
distraction,3,3,3,3
distribution,3,3,3,3
distributor,3,3,3,3
district,3,3,3,3
disturbance,3,3,3,3
diver,5,5,5,5
divergence,2,3,2,2.333
diversification,3,3,3,3
diversion,3,3,3,3
diversity,3,3,3,3
dividend,2,2,2,2
divider,4,4,4,4
divination,2,2,2,2
divinity,2,2,2,2
division,3,3,3,3
dizziness,3,3,3,3
doc,4,3,3,3.333
doctor,4,4,4,4
doctorate,2,2,2,2
doctrine,2,2,2,2
documentation,3,3,3,3
dog,5,5,5,5
dogma,2,2,2,2
doll,5,5,5,5
dollar,4,4,4,4
dolphin,5,5,5,5
domain,2,2,2,2
dominance,2,2,2,2
domination,2,2,2,2
dominion,2,2,2,2
domino,5,5,5,5
donation,3,3,3,3
donkey,5,5,5,5
donor,3,3,3,3
donut,5,5,5,5
door,5,5,5,5
doorstep,5,5,5,5
doorway,5,5,5,5
dopamine,2,2,3,2.333
dorm,4,4,4,4
dormitory,4,5,4,4.333
dosage,3,3,3,3
dossier,3,3,3,3
dough,5,5,5,5
doughnut,5,5,5,5
downfall,3,3,3,3
downpour,5,5,5,5
downtime,3,3,3,3
downturn,3,3,3,3
dozen,4,4,4,4
dragon,4,4,4,4
drainage,3,3,3,3
drama,3,3,3,3
draught,3,3,3,3
drawback,3,3,3,3
drawer,5,5,5,5
dreamer,3,3,3,3
dresser,5,5,5,5
drinker,4,4,4,4
driver,5,5,5,5
driveway,5,5,5,5
droplet,5,5,5,5
dropout,3,3,3,3
drought,4,4,4,4
drug,4,4,4,4
drummer,5,5,5,5
dryer,5,5,5,5
dualism,2,2,2,2
duality,2,2,2,2
duct,4,5,5,4.667
dude,4,4,4,4
duet,4,4,4,4
duke,3,3,3,3
dune,5,5,5,5
dung,5,5,5,5
dungeon,4,4,4,4
duo,3,3,3,3
duplication,3,3,3,3
durability,3,3,3,3
duration,3,3,3,3
duty,3,3,3,3
duvet,5,5,5,5
dweller,3,3,3,3
dwelling,4,4,4,4
dynamics,3,3,3,3
dynasty,2,2,2,2
dysfunction,2,2,2,2
dyslexia,2,2,2,2
eagerness,3,3,3,3
eagle,5,5,5,5
ear,5,5,5,5
earl,3,3,3,3
earner,3,3,3,3
earring,5,5,5,5
earth,5,5,5,5
earthquake,5,5,5,5
easement,2,2,2,2
eater,5,5,5,5
eatery,4,4,4,4
eccentricity,2,2,2,2
ecologist,3,3,3,3
ecology,3,3,3,3
economics,2,2,2,2
economist,3,3,3,3
economy,2,2,2,2
ecosystem,3,3,3,3
ecstasy,3,3,2,2.667
eczema,4,4,4,4
edict,2,2,2,2
edifice,4,4,4,4
edition,3,3,3,3
editor,3,3,3,3
education,3,3,3,3
educator,4,4,3,3.667
eel,5,5,5,5
effect,3,3,3,3
effectiveness,3,3,3,3
efficiency,3,3,3,3
effort,3,3,3,3
egg,5,5,5,5
ego,2,2,2,2
elaboration,3,3,3,3
elasticity,3,3,3,3
election,3,3,3,3
electorate,2,2,2,2
electrician,4,4,4,4
electricity,4,3,4,3.667
electrode,3,4,3,3.333
electrolyte,3,3,3,3
electron,3,3,3,3
electronics,3,3,3,3
elegance,3,3,3,3
element,3,3,3,3
elephant,5,5,5,5
elevation,3,3,3,3
elevator,5,5,5,5
elf,3,3,3,3
eligibility,2,2,2,2
elimination,3,3,3,3
elm,5,5,5,5
eloquence,3,3,3,3
emancipation,2,2,2,2
embankment,4,4,4,4
embarrassment,2,2,2,2
embassy,3,3,3,3
embellishment,3,3,3,3
emblem,3,3,3,3
embodiment,3,3,3,3
embroidery,4,4,4,4
embryo,4,4,4,4
emergence,3,3,3,3
emergency,4,4,4,4
emigration,3,3,3,3
emission,3,3,3,3
emitter,3,3,3,3
emotion,3,3,3,3
empathy,3,3,3,3
emperor,3,3,3,3
emphasis,3,3,3,3
empire,3,3,3,3
employee,4,4,4,4
employer,3,3,3,3
employment,3,3,3,3
empowerment,3,3,3,3
emptiness,2,2,2,2
emulation,3,3,3,3
enactment,3,2,3,2.667
encampment,4,4,4,4
enclosure,3,3,3,3
encoder,3,3,3,3
encore,4,3,4,3.667
encouragement,3,3,3,3
encroachment,2,2,2,2
encryption,2,2,2,2
encyclopedia,3,3,3,3
ending,3,3,3,3
endorsement,2,2,2,2
endowment,2,2,2,2
endpoint,3,3,3,3
endurance,3,3,3,3
enemy,3,3,3,3
energy,3,3,3,3
enforcement,3,3,2,2.667
enforcer,3,3,3,3
engagement,3,3,3,3
engine,5,5,5,5
engineering,3,3,3,3
engraving,4,4,4,4
enhancement,3,3,3,3
enigma,2,3,2,2.333
enjoyment,4,4,4,4
enlargement,3,3,3,3
enlightenment,2,2,2,2
enquiry,2,2,3,2.333
enrichment,3,3,3,3
enrollment,3,3,3,3
ensemble,3,3,3,3
entanglement,2,2,2,2
enterprise,3,3,3,3
entertainer,4,4,4,4
entertainment,3,3,3,3
enthusiasm,3,3,3,3
enthusiast,3,3,3,3
entirety,2,2,2,2
entitlement,2,2,2,2
entity,2,2,2,2
entourage,3,3,3,3
entrance,4,4,4,4
entrepreneur,3,3,3,3
entry,3,3,3,3
envelope,5,5,5,5
environment,3,3,3,3
environmentalist,3,3,3,3
envoy,3,3,3,3
enzyme,3,3,3,3
epidemiology,2,2,2,2
epilepsy,3,3,2,2.667
epiphany,3,3,3,3
episode,3,3,3,3
epitome,2,2,2,2
equality,2,2,2,2
equation,3,3,3,3
equator,3,3,4,3.333
equilibrium,3,3,3,3
equipment,4,4,4,4
equity,2,2,2,2
era,3,3,3,3
eradication,2,2,2,2
erection,4,4,5,4.333
erosion,3,3,3,3
errand,3,3,3,3
error,3,3,3,3
eruption,4,4,4,4
escalation,3,3,3,3
escalator,5,5,5,5
espionage,2,2,2,2
espresso,5,5,5,5
essay,3,3,3,3
essence,2,2,2,2
establishment,3,3,3,3
estate,3,3,3,3
estimation,3,3,3,3
estrogen,3,3,3,3
estuary,4,4,4,4
eternity,1,1,1,1
ethanol,4,4,4,4
ether,2,2,2,2
ethic,2,2,2,2
ethnicity,2,3,3,2.667
ethos,2,2,2,2
etiquette,3,3,3,3
euphemism,2,2,2,2
euphoria,2,2,2,2
euthanasia,2,2,2,2
evacuation,3,3,3,3
evaluation,2,2,2,2
evaluator,3,3,3,3
evangelism,2,2,2,2
evangelist,3,2,2,2.333
evaporation,3,3,3,3
evasion,3,3,2,2.667
evening,4,4,4,4
event,4,4,4,4
eviction,3,3,3,3
evidence,3,3,3,3
evolution,2,3,2,2.333
exaggeration,2,2,2,2
exam,4,4,4,4
examination,3,3,3,3
examiner,3,3,3,3
example,3,3,3,3
excavation,3,4,4,3.667
excellence,3,3,3,3
exception,2,2,2,2
excitement,4,4,4,4
exclamation,3,3,3,3
exclusion,2,2,2,2
exclusivity,2,2,2,2
excursion,3,3,4,3.333
execution,3,3,3,3
executor,3,3,3,3
exemption,2,2,2,2
exertion,3,3,3,3
exhaustion,3,3,3,3
exhibition,4,4,4,4
exhibitionist,3,3,3,3
exhibitor,3,3,3,3
exhortation,2,2,2,2
existence,2,2,2,2
exodus,2,3,2,2.333
expanse,3,3,3,3
expansion,3,3,3,3
expectancy,3,2,3,2.667
expectation,2,2,2,2
expedition,3,3,3,3
expenditure,2,2,2,2
expense,3,3,3,3
experimentation,3,3,3,3
experimenter,3,3,3,3
expertise,3,3,3,3
expiration,2,2,3,2.333
explanation,3,3,3,3
exploitation,2,2,2,2
exploration,3,3,3,3
explorer,4,4,4,4
explosion,5,5,5,5
expo,3,3,3,3
exponent,2,2,2,2
exporter,3,3,3,3
exposition,3,3,3,3
exposure,3,3,3,3
expression,3,3,3,3
expulsion,2,2,2,2
extension,3,3,3,3
extent,2,3,3,2.667
extermination,2,2,2,2
extinction,2,2,2,2
extinguisher,5,5,5,5
extortion,2,2,2,2
extraction,3,3,3,3
extractor,3,3,3,3
extradition,2,2,2,2
extravaganza,2,2,2,2
extremism,2,2,2,2
extremity,3,3,3,3
eye,5,5,5,5
eyebrow,5,5,5,5
eyelid,5,5,5,5
eyesight,4,4,4,4
eyewitness,4,4,4,4
fable,3,3,3,3
fabric,5,5,5,5
fabrication,3,3,3,3
facade,3,3,3,3
facelift,4,4,4,4
facilitation,3,3,3,3
facilitator,3,3,3,3
facility,3,3,3,3
fact,3,3,3,3
faction,3,3,3,3
factor,3,3,3,3
factory,5,5,5,5
faculty,2,2,2,2
fad,3,3,3,3
failure,2,2,2,2
fairness,2,2,2,2
fairway,4,4,4,4
fairytale,3,3,3,3
faith,2,2,2,2
faithfulness,3,3,3,3
falcon,5,5,5,5
fallacy,2,2,2,2
fallout,3,3,3,3
falsehood,2,2,2,2
familiarity,3,3,3,3
family,4,4,4,4
famine,2,2,2,2
fan,5,5,5,5
fanfare,3,3,3,3
fantasy,3,3,3,3
farce,2,2,2,2
farewell,3,3,3,3
farmer,5,5,5,5
farmhouse,5,5,5,5
farming,4,4,4,4
farmland,5,5,5,5
fascination,3,3,3,3
fascism,1,1,1,1
fatality,2,2,2,2
fate,2,2,2,2
father,5,5,5,5
fauna,4,3,4,3.667
faux,3,2,2,2.333
feasibility,3,3,2,2.667
feat,3,3,3,3
federation,2,2,2,2
fee,3,3,3,3
feedback,3,3,3,3
feeder,4,4,4,4
fellowship,3,3,3,3
felon,3,2,3,2.667
felony,2,2,2,2
femininity,3,3,3,3
feminism,3,3,3,3
fencing,4,4,4,4
fermentation,3,3,3,3
fern,5,5,5,5
fertility,3,3,3,3
fertilization,2,2,2,2
fertilizer,4,5,5,4.667
festival,4,4,4,4
festivity,3,3,4,3.333
fetish,2,2,2,2
fetus,4,4,4,4
fever,4,4,4,4
fiasco,2,2,2,2
fiber,4,4,4,4
fiction,3,3,3,3
fidelity,2,2,2,2
field,4,5,5,4.667
fieldwork,3,3,3,3
fig,5,5,5,5
fighter,4,4,4,4
filament,4,4,4,4
filler,3,3,3,3
filth,5,5,5,5
filtration,3,3,3,3
finale,4,4,4,4
finalist,3,3,3,3
financier,3,3,3,3
finder,3,3,3,3
finger,5,5,5,5
fingernail,5,5,5,5
fingertip,5,5,5,5
finisher,3,3,3,3
fir,5,5,5,5
firearm,5,5,5,5
fireball,5,5,5,5
firefighter,5,5,5,5
fireman,5,5,5,5
fireplace,5,5,5,5
firepower,3,3,3,3
firewall,3,3,3,3
firewood,5,5,5,5
firework,5,5,5,5
firmware,3,3,3,3
fisherman,5,5,5,5
fishery,3,3,3,3
fishing,4,4,4,4
fitness,4,4,4,4
fixation,3,3,3,3
fixture,4,4,4,4
flair,3,3,3,3
flashback,3,3,3,3
flashlight,5,5,5,5
flask,5,5,5,5
flea,5,5,5,5
fleet,3,4,4,3.667
flexibility,3,3,3,3
flier,4,4,4,4
flight,4,4,4,4
floor,5,5,5,5
flooring,5,5,5,5
florist,4,4,4,4
flu,4,4,4,4
fluctuation,2,2,2,2
fluoride,3,3,3,3
flurry,4,4,4,4
flute,5,5,5,5
flux,3,3,3,3
flyer,4,4,4,4
fodder,3,3,3,3
foe,3,3,2,2.667
folder,5,5,5,5
foliage,4,4,4,4
folk,3,3,3,3
folklore,3,3,3,3
follicle,3,3,3,3
follower,3,3,3,3
folly,2,2,2,2
fondness,3,3,3,3
font,3,3,3,3
food,5,5,5,5
foolishness,2,2,2,2
foot,5,5,5,5
footage,4,3,3,3.333
football,5,5,5,5
footballer,5,5,5,5
footbridge,5,5,5,5
footer,3,3,3,3
foothold,3,3,3,3
footing,3,3,3,3
footpath,5,5,5,5
footprint,5,5,5,5
footstep,5,5,5,5
footwear,5,5,5,5
foreclosure,2,2,2,2
forefather,3,3,3,3
forefront,3,3,3,3
foreground,3,4,4,3.667
forehead,5,5,5,5
foreigner,3,3,3,3
foreman,4,4,4,4
forerunner,3,3,3,3
foresight,2,2,2,2
forest,5,5,5,5
forestry,4,4,3,3.667
foreword,2,2,2,2
forfeiture,2,2,2,2
forgery,3,2,2,2.333
forgiveness,3,3,2,2.667
formality,2,2,2,2
formation,3,3,3,3
formula,3,3,3,3
formulation,3,3,3,3
fortification,3,3,3,3
fortitude,3,3,3,3
fortnight,2,2,2,2
fortress,5,5,5,5
fortune,3,3,3,3
forum,3,3,3,3
foundation,3,4,3,3.333
founder,3,3,3,3
fountain,5,5,5,5
fowl,4,4,4,4
foyer,4,4,4,4
fraction,2,2,2,2
fragility,2,2,2,2
fragmentation,3,2,2,2.333
fragrance,5,5,5,5
framework,3,3,3,3
franchisee,3,2,2,2.333
fraternity,3,3,3,3
fraud,2,2,2,2
freebie,3,3,3,3
freedom,3,3,3,3
freestyle,4,4,4,4
freeway,5,5,5,5
freezer,5,5,5,5
freight,4,4,4,4
frenzy,3,3,3,3
frequency,3,3,3,3
freshman,3,3,3,3
freshness,4,4,4,4
friction,3,4,3,3.333
fridge,5,5,5,5
friend,4,4,4,4
friendliness,3,3,3,3
friendship,4,4,4,4
fright,4,4,4,4
frog,5,5,5,5
frontage,2,2,2,2
frontier,3,3,3,3
frosting,5,5,5,5
fruit,5,5,5,5
fruition,3,3,3,3
frustration,3,3,3,3
fulfillment,3,3,3,3
fullness,3,3,3,3
fun,4,4,4,4
functionality,3,3,3,3
fundamentalism,2,2,2,2
funding,3,3,2,2.667
fundraiser,3,3,3,3
fundraising,3,3,3,3
fungicide,3,3,3,3
fungus,4,4,4,4
fur,5,5,5,5
furlong,2,2,2,2
furnace,5,5,5,5
furniture,5,5,5,5
fury,3,3,3,3
fuselage,4,4,4,4
fusion,3,3,3,3
futility,2,2,2,2
gadget,4,4,4,4
gait,4,4,4,4
gal,3,3,3,3
gala,4,4,4,4
galaxy,3,3,3,3
gallery,4,4,4,4
galley,4,4,4,4
gallon,5,5,5,5
gambler,3,3,3,3
gambling,3,3,3,3
game,4,4,4,4
gaming,4,4,4,4
gamma,2,2,2,2
gamut,3,3,3,3
gang,3,3,3,3
gangster,4,4,4,4
gap,4,4,4,4
garage,5,5,5,5
garbage,5,5,5,5
garden,5,5,5,5
gardener,5,5,5,5
gardening,4,4,4,4
garlic,5,5,5,5
garment,4,4,4,4
gas,5,4,4,4.333
gasket,5,5,5,5
gasoline,5,5,5,5
gate,5,5,5,5
gatekeeper,3,3,3,3
gateway,4,4,4,4
gauntlet,3,3,3,3
gearbox,5,5,5,5
geek,3,3,3,3
gem,5,5,5,5
gender,3,3,3,3
genealogy,2,2,2,2
generality,2,2,2,2
generalization,2,2,2,2
generation,3,3,3,3
generator,4,4,4,4
generosity,3,3,3,3
genetics,3,2,2,2.333
genitals,5,5,5,5
genius,3,3,3,3
genocide,1,1,1,1
genome,3,3,3,3
genre,3,3,3,3
gent,3,3,3,3
gentleman,3,3,3,3
genus,2,2,2,2
geography,2,2,2,2
geologist,3,3,3,3
geology,3,3,3,3
geometry,2,2,2,2
germ,4,4,3,3.667
germination,3,3,3,3
gestation,3,3,3,3
getaway,4,4,4,4
ghetto,3,3,3,3
ghost,3,3,3,3
gift,5,5,5,5
gimmick,3,3,3,3
girl,5,5,5,5
girlfriend,4,4,4,4
gist,3,3,3,3
giver,4,3,3,3.333
glacier,5,5,5,5
gladiator,4,4,4,4
glamour,3,3,3,3
gland,4,4,4,4
glass,5,5,5,5
glee,3,3,3,3
glider,4,4,4,4
glitch,3,3,3,3
globalization,2,2,2,2
globe,5,5,5,5
gloom,3,3,3,3
glory,3,3,3,3
glossary,2,2,2,2
glove,5,5,5,5
glucose,5,5,5,5
gluten,4,4,4,4
gnome,4,4,4,4
goal,3,3,3,3
goalie,5,5,5,5
goalkeeper,5,5,5,5
goat,5,5,5,5
goblin,4,4,4,4
goddess,3,3,3,3
goldfish,5,5,5,5
golfer,5,5,5,5
goodness,2,2,2,2
goodwill,2,2,3,2.333
gorilla,5,5,5,5
gospel,3,3,3,3
gourmet,4,4,4,4
governance,2,2,2,2
government,3,3,3,3
governor,3,3,3,3
gown,5,5,5,5
grad,3,3,3,3
grader,3,4,3,3.333
graduation,3,3,3,3
grail,2,2,2,2
grain,5,5,5,5
gram,5,5,5,5
grammar,2,2,2,2
grandchild,5,5,5,5
granddaughter,5,5,5,5
grandeur,3,3,3,3
grandfather,5,5,5,5
grandma,5,5,5,5
grandmother,5,5,5,5
grandparent,4,4,4,4
grandson,5,5,5,5
granite,5,5,5,5
granny,5,5,5,5
grape,5,5,5,5
grapefruit,5,5,5,5
graphics,3,3,3,3
graphite,5,5,5,5
grass,5,5,5,5
grassland,4,4,4,4
grassroots,3,3,3,3
gratification,3,3,3,3
gratitude,3,3,3,3
graveyard,5,5,5,5
gravity,3,3,3,3
gravy,5,5,5,5
greatness,2,3,2,2.333
greed,2,2,2,2
greenhouse,5,5,5,5
greeting,3,4,4,3.667
grenade,5,5,5,5
greyhound,5,5,5,5
grid,3,3,3,3
grief,2,2,2,2
grievance,2,2,2,2
grille,5,5,5,5
grinder,5,5,5,5
grocer,4,5,4,4.333
grocery,5,5,5,5
groin,5,5,5,5
grounding,3,3,3,3
groundwork,3,3,3,3
group,3,3,3,3
grouping,3,3,3,3
grove,4,4,5,4.333
grower,4,4,4,4
growth,3,3,4,3.333
guerrilla,3,3,3,3
guidance,3,3,3,3
guidebook,4,4,4,4
guideline,3,3,2,2.667
guild,2,2,2,2
guilt,2,2,2,2
guinea,5,4,4,4.333
guise,2,2,2,2
guitar,5,5,5,5
guitarist,5,4,4,4.333
gulf,4,3,4,3.667
gully,5,5,5,5
gun,5,5,5,5
gunfire,5,5,4,4.667
