word,col2,concreteness,col4,col5,col6,col7,col8,col9,col10,frequency
travesty,0,2.07,1.24,1,28,0.96,46,Noun,NN,11350
recitation,0,3.08,1.44,1,26,0.96,24,Noun,NN,11432
deregulation,0,2.0,1.25,2,31,0.94,3,Noun,NN,17665
photosynthesis,0,3.36,1.59,0,28,1.0,11,Noun,NN,12556
clientele,0,3.31,1.39,0,29,1.0,80,Noun,NN,17413
asymmetry,0,2.89,1.5,0,28,1.0,3,Noun,NN,13000
uproar,0,3.0,1.2,0,29,1.0,53,Noun,NN,13945
hardness,0,3.34,1.45,0,29,1.0,13,Noun,NN,17652
rigor,0,3.36,1.31,0,28,1.0,44,Noun,NN,17294
polarization,0,2.56,1.45,1,28,0.96,4,Noun,NN,14014
yahoo,0,2.58,1.47,0,26,1.0,149,Noun,NN,17373
apparition,0,2.46,1.26,1,29,0.97,39,Noun,NN,14993
onlooker,0,3.64,1.31,0,28,1.0,2,Noun,NN,12696
grounding,0,2.56,1.31,2,29,0.93,28,Noun,NN,17496
elaboration,0,2.11,1.31,1,28,0.96,4,Noun,NN,13464
carcinogen,0,3.34,1.34,0,29,1.0,6,Noun,NN,10313
outflow,0,3.31,1.29,4,30,0.87,7,Noun,NN,11724
footer,0,3.68,1.31,2,30,0.93,5,Noun,NN,16396
laziness,0,2.21,1.24,0,29,1.0,24,Noun,NN,15839
inaction,0,2.07,1.36,1,30,0.97,7,Noun,NN,16944
zest,0,2.27,1.46,0,30,1.0,35,Noun,NN,13228
tremor,0,3.89,1.25,0,27,1.0,41,Noun,NN,15229
conceit,0,2.1,1.16,0,30,1.0,24,Noun,NN,12482
rescuer,0,3.93,1.03,0,29,1.0,14,Noun,NN,11810
payback,0,2.55,1.45,0,29,1.0,195,Noun,NN,15372
magnification,0,3.52,1.27,0,29,1.0,27,Noun,NN,16498
roundup,0,3.26,1.32,0,27,1.0,58,Noun,NN,12946
headway,0,2.3,1.32,1,28,0.96,33,Noun,NN,10548
cinematography,0,3.52,1.29,0,25,1.0,22,Noun,NN,12683
commotion,0,2.71,1.38,0,28,1.0,106,Noun,NN,10371
arbitrator,0,3.2,1.35,2,27,0.93,4,Noun,NN,15885
boarding,0,3.44,1.34,0,27,1.0,564,Noun,NN,16552
reciprocity,0,2.34,1.37,0,29,1.0,9,Noun,NN,12206
brunt,0,2.21,1.2,1,29,0.97,25,Noun,NN,13872
disintegration,0,2.96,1.43,1,29,0.97,12,Noun,NN,13229
bookkeeping,0,3.43,1.23,0,28,1.0,38,Noun,NN,12012
hipster,0,3.59,1.3,1,30,0.97,12,Noun,NN,12318
daycare,0,3.93,1.28,1,30,0.97,77,Noun,NN,10911
uniformity,0,2.46,1.2,0,28,1.0,4,Noun,NN,18875
coder,0,3.42,1.53,2,26,0.92,6,Noun,NN,11696
phobia,0,2.1,1.37,0,30,1.0,52,Noun,NN,16926
defamation,0,2.25,1.38,0,28,1.0,29,Noun,NN,18764
equator,0,3.85,1.51,0,27,1.0,31,Noun,NN,18181
entanglement,0,2.76,1.27,0,29,1.0,8,Noun,NN,11780
overdraft,0,3.17,1.46,1,25,0.96,5,Noun,NN,16697
rubric,0,3.22,1.35,4,27,0.85,2,Noun,NN,14259
errand,0,3.37,1.52,1,28,0.96,204,Noun,NN,16469
motherhood,0,3.0,1.6,0,29,1.0,58,Noun,NN,18314
camaraderie,0,2.19,1.0,1,28,0.96,27,Noun,NN,12519
circuitry,0,3.85,1.29,3,29,0.9,44,Noun,NN,14907
madman,0,3.63,1.31,1,28,0.96,269,Noun,NN,12720
insurgency,0,2.44,1.42,2,27,0.93,8,Noun,NN,18717
secretariat,0,3.67,1.3,3,30,0.9,5,Noun,NN,12980
responsiveness,0,2.0,1.1,0,29,1.0,2,Noun,NN,15930
brat,0,3.62,1.44,0,26,1.0,317,Noun,NN,10910
prelude,0,2.33,1.44,0,27,1.0,30,Noun,NN,16429
serotonin,0,3.69,1.49,1,30,0.97,16,Noun,NN,13362
perversion,0,2.04,1.15,1,27,0.96,40,Noun,NN,12642
reprisal,0,2.16,1.31,2,27,0.93,13,Noun,NN,12714
respiration,0,3.89,1.15,0,27,1.0,63,Noun,NN,11866
seniority,0,2.34,1.32,0,29,1.0,55,Noun,NN,10104
sharpness,0,2.69,1.34,0,29,1.0,12,Noun,NN,15508
allergen,0,3.93,1.13,0,29,1.0,3,Noun,NN,14787
polio,0,3.59,1.42,0,27,1.0,45,Noun,NN,17420
shorthand,0,3.57,1.5,1,29,0.97,51,Noun,NN,17223
manslaughter,0,3.37,1.31,0,27,1.0,140,Noun,NN,15632
subtext,0,2.59,1.62,0,29,1.0,32,Noun,NN,12217
accuser,0,3.44,1.58,0,27,1.0,15,Noun,NN,11069
forefather,0,3.33,1.27,0,30,1.0,1,Noun,NN,13156
ohm,0,2.48,1.34,4,27,0.85,4,Noun,NN,16501
crux,0,2.69,1.41,1,27,0.96,15,Noun,NN,15628
antithesis,0,2.27,1.32,3,25,0.88,16,Noun,NN,13028
transplantation,0,3.48,1.42,2,27,0.93,8,Noun,NN,15624
waveform,0,3.19,1.63,3,29,0.9,1,Noun,NN,12850
dispenser,0,3.84,1.43,1,26,0.96,52,Noun,NN,13300
remittance,0,2.39,1.57,2,30,0.93,5,Noun,NN,10353
minion,0,3.11,1.53,1,28,0.96,47,Noun,NN,14040
causality,0,2.04,1.27,1,26,0.96,7,Noun,NN,16286
singularity,0,2.08,1.23,2,28,0.93,65,Noun,NN,16478
navigator,0,3.9,1.16,0,30,1.0,137,Noun,NN,18482
sweetheart,0,2.79,1.57,0,28,1.0,3272,Noun,NN,18693
nymph,0,3.58,1.47,0,26,1.0,38,Noun,NN,13716
secretion,0,3.52,1.25,0,27,1.0,13,Noun,NN,18656
retailing,0,2.67,1.44,3,30,0.9,4,Noun,NN,12141
inversion,0,2.22,1.31,0,27,1.0,13,Noun,NN,16733
patriarch,0,3.54,1.21,1,27,0.96,16,Noun,NN,18335
cutback,0,2.88,1.45,2,28,0.93,17,Noun,NN,13286
executor,0,3.23,1.59,0,30,1.0,32,Noun,NN,17279
organist,0,4.0,1.22,0,28,1.0,20,Noun,NN,11700
notoriety,0,2.0,1.11,1,28,0.96,23,Noun,NN,12747
isle,0,3.89,1.31,0,27,1.0,62,Noun,NN,15856
astonishment,0,2.92,1.32,0,26,1.0,14,Noun,NN,14872
neurotransmitter,0,2.92,1.63,3,28,0.89,14,Noun,NN,10845
morbidity,0,2.47,1.36,0,30,1.0,5,Noun,NN,14710
maxim,0,2.46,1.56,2,28,0.93,65,Noun,NN,16938
conveyance,0,2.85,1.7,1,28,0.96,11,Noun,NN,12856
coupe,0,3.17,1.71,0,29,1.0,31,Noun,NN,15316
prefect,0,2.96,1.73,4,30,0.87,41,Noun,NN,11755
facelift,0,3.73,1.36,1,31,0.97,7,Noun,NN,12442
seduction,0,2.21,1.23,0,28,1.0,50,Noun,NN,11222
subroutine,0,3.0,1.52,0,28,1.0,5,Noun,NN,11804
philanthropist,0,2.93,1.44,0,28,1.0,45,Noun,NN,13350
restitution,0,2.36,1.22,0,28,1.0,28,Noun,NN,15889
resale,0,2.26,1.23,0,27,1.0,12,Noun,NN,14023
conservationist,0,3.17,1.44,0,29,1.0,3,Noun,NN,11300
juncture,0,3.0,1.39,2,29,0.93,40,Noun,NN,15865
inauguration,0,3.5,1.38,0,30,1.0,11,Noun,NN,17597
apex,0,3.41,1.5,1,30,0.97,43,Noun,NN,18493
overture,0,3.08,1.53,1,26,0.96,66,Noun,NN,11737
vigil,0,2.6,1.22,0,30,1.0,44,Noun,NN,16527
suffrage,0,2.38,1.42,0,29,1.0,5,Noun,NN,16612
posterity,0,2.11,1.2,1,29,0.97,33,Noun,NN,16295
overseer,0,3.73,1.26,0,30,1.0,21,Noun,NN,10589
taker,0,2.3,1.2,2,29,0.93,46,Noun,NN,18594
nitrite,0,3.72,1.37,2,27,0.93,2,Noun,NN,14998
kinship,0,2.21,1.2,0,28,1.0,22,Noun,NN,17306
duke,0,4.0,1.15,0,28,1.0,1277,Noun,NN,16495
sonnet,0,3.9,1.29,0,29,1.0,39,Noun,NN,13005
namesake,0,2.55,1.35,0,29,1.0,11,Noun,NN,11185
segmentation,0,3.32,1.42,1,29,0.97,1,Noun,NN,12890
profanity,0,3.04,1.4,0,24,1.0,37,Noun,NN,10927
embellishment,0,2.86,1.46,0,29,1.0,2,Noun,NN,10376
raider,0,3.3,1.3,0,27,1.0,33,Noun,NN,10428
potency,0,2.32,1.44,0,25,1.0,24,Noun,NN,17542
ordination,0,2.19,1.33,3,29,0.9,5,Noun,NN,18175
airspace,0,3.58,1.33,0,26,1.0,82,Noun,NN,15089
futility,0,2.1,1.18,1,30,0.97,25,Noun,NN,12558
hypnotherapy,0,2.74,1.29,3,30,0.9,8,Noun,NN,10706
furlong,0,2.79,1.5,4,28,0.86,31,Noun,NN,12162
finder,0,3.0,1.47,0,28,1.0,85,Noun,NN,17090
oddity,0,2.11,1.25,2,29,0.93,6,Noun,NN,13618
fragility,0,2.11,1.12,0,27,1.0,7,Noun,NN,10732
remorse,0,2.0,1.05,0,30,1.0,154,Noun,NN,18465
subtype,0,2.25,1.38,1,29,0.97,2,Noun,NN,11750
antagonist,0,2.75,1.46,0,28,1.0,13,Noun,NN,18243
etiquette,0,2.15,1.43,0,27,1.0,96,Noun,NN,18686
longitude,0,2.93,1.44,0,28,1.0,42,Noun,NN,16529
policyholder,0,3.4,1.59,0,30,1.0,3,Noun,NN,11473
mania,0,2.42,1.41,3,27,0.89,52,Noun,NN,13889
overkill,0,2.32,1.42,0,28,1.0,29,Noun,NN,11075
reminiscence,0,2.07,1.14,1,28,0.96,6,Noun,NN,12685
frontage,0,3.04,1.61,1,24,0.96,10,Noun,NN,14398
citizenry,0,2.65,1.5,2,28,0.93,19,Noun,NN,13624
chloride,0,3.74,1.48,1,28,0.96,46,Noun,NN,18767
oscillator,0,3.79,1.26,0,28,1.0,18,Noun,NN,12388
euthanasia,0,3.08,1.38,2,27,0.93,23,Noun,NN,18276
exertion,0,2.44,1.15,1,28,0.96,15,Noun,NN,18594
magnetism,0,2.54,1.26,0,28,1.0,49,Noun,NN,10839
cliche,0,2.33,1.32,0,30,1.0,41,Noun,NN,14330
madam,0,3.77,1.45,0,30,1.0,2244,Noun,NN,13835
ingestion,0,3.12,1.56,0,26,1.0,15,Noun,NN,12952
conglomerate,0,2.52,1.4,2,29,0.93,39,Noun,NN,15993
nobleman,0,3.85,1.38,1,27,0.96,37,Noun,NN,10376
psychosis,0,2.31,1.29,1,27,0.96,68,Noun,NN,16006
afterthought,0,2.04,1.25,0,26,1.0,13,Noun,NN,11553
candidacy,0,2.39,1.13,0,28,1.0,32,Noun,NN,16302
complexion,0,3.36,1.22,0,28,1.0,98,Noun,NN,16881
outlay,0,2.52,1.23,2,27,0.93,6,Noun,NN,17714
jackpot,0,3.41,1.25,0,27,1.0,189,Noun,NN,11149
purist,0,2.38,1.4,1,30,0.97,11,Noun,NN,14160
fortitude,0,2.04,1.02,0,27,1.0,33,Noun,NN,10762
hyperbole,0,2.35,1.5,3,29,0.9,11,Noun,NN,12860
metamorphosis,0,3.11,1.58,0,27,1.0,28,Noun,NN,12413
devaluation,0,2.17,1.24,2,26,0.92,2,Noun,NN,10796
timeout,0,3.25,1.42,0,24,1.0,26,Noun,NN,14355
pew,0,3.92,1.52,1,27,0.96,53,Noun,NN,13564
blocker,0,3.67,1.18,2,29,0.93,18,Noun,NN,14113
stillness,0,2.4,1.38,0,25,1.0,22,Noun,NN,13122
colonization,0,2.69,1.26,0,29,1.0,12,Noun,NN,16665
viscosity,0,2.96,1.34,2,28,0.93,7,Noun,NN,10115
breakout,0,3.41,1.45,0,27,1.0,16,Noun,NN,17707
coffer,0,3.8,1.32,4,29,0.86,5,Noun,NN,15750
masculinity,0,2.67,1.3,0,30,1.0,25,Noun,NN,18469
tenement,0,3.58,1.67,3,27,0.89,35,Noun,NN,15025
emancipation,0,2.37,1.19,0,30,1.0,24,Noun,NN,18856
consonant,0,3.21,1.52,2,30,0.93,10,Noun,NN,15064
consumerism,0,2.08,1.38,1,25,0.96,9,Noun,NN,14696
intricacy,0,2.0,1.14,2,29,0.93,4,Noun,NN,13872
refrigeration,0,3.92,0.88,0,24,1.0,17,Noun,NN,11960
raptor,0,4.0,1.33,2,28,0.93,38,Noun,NN,13762
zoning,0,2.45,1.53,0,29,1.0,61,Noun,NN,18293
amputation,0,3.76,1.12,1,30,0.97,43,Noun,NN,11651
ode,0,2.91,1.5,3,26,0.88,41,Noun,NN,10622
vibes,0,2.48,1.27,1,30,0.97,55,Noun,NN,10067
zealot,0,2.56,1.39,2,27,0.93,10,Noun,NN,11523
immunization,0,3.75,1.24,0,28,1.0,11,Noun,NN,15034
counterpoint,0,2.38,1.37,0,29,1.0,20,Noun,NN,13360
maverick,0,2.96,1.37,0,28,1.0,134,Noun,NN,11334
nonfiction,0,3.5,1.32,0,28,1.0,20,Noun,NN,15939
bloodshed,0,3.83,1.23,0,30,1.0,100,Noun,NN,16406
stockholder,0,3.97,1.13,0,30,1.0,45,Noun,NN,12450
coronation,0,3.23,1.31,4,30,0.87,107,Noun,NN,13421
disapproval,0,2.32,1.19,0,28,1.0,31,Noun,NN,17051
wasteland,0,4.0,1.09,0,28,1.0,50,Noun,NN,12635
glee,0,2.27,1.28,0,30,1.0,58,Noun,NN,14271
incest,0,2.24,1.46,0,29,1.0,44,Noun,NN,13544
sprite,0,3.86,1.35,0,28,1.0,33,Noun,NN,18233
elasticity,0,2.92,1.15,0,25,1.0,18,Noun,NN,15080
shenanigan,0,2.36,1.25,0,25,1.0,3,Noun,NN,11113
constipation,0,3.36,1.39,1,29,0.97,21,Noun,NN,15842
edict,0,2.63,1.57,2,29,0.93,16,Noun,NN,13292
mishap,0,2.5,1.02,0,32,1.0,53,Noun,NN,14420
thrift,0,2.36,1.04,0,25,1.0,22,Noun,NN,13523
nourishment,0,2.97,1.45,0,29,1.0,62,Noun,NN,13838
fermentation,0,3.19,1.3,0,27,1.0,7,Noun,NN,17603
lymph,0,3.48,1.48,1,30,0.97,14,Noun,NN,17956
limelight,0,2.54,1.2,0,28,1.0,38,Noun,NN,13090
montage,0,2.93,1.46,1,29,0.97,57,Noun,NN,16019
anemia,0,3.25,1.21,1,29,0.97,35,Noun,NN,12810
physiotherapy,0,2.58,1.44,4,28,0.86,2,Noun,NN,17629
dropout,0,3.52,1.28,0,27,1.0,43,Noun,NN,14355
buyout,0,2.43,1.43,2,30,0.93,11,Noun,NN,11284
rabies,0,3.83,1.2,0,29,1.0,112,Noun,NN,11514
tantrum,0,3.37,1.25,0,30,1.0,45,Noun,NN,14725
enforcer,0,3.23,1.43,0,30,1.0,34,Noun,NN,10210
truce,0,2.47,1.31,0,30,1.0,220,Noun,NN,13775
kilo,0,3.17,1.56,1,30,0.97,80,Noun,NN,16665
commando,0,3.9,1.29,0,29,1.0,54,Noun,NN,15677
menopause,0,3.19,1.52,0,26,1.0,63,Noun,NN,17170
vigor,0,2.27,1.22,1,27,0.96,21,Noun,NN,13511
forfeiture,0,2.63,1.24,1,28,0.96,10,Noun,NN,12622
nighttime,0,3.86,1.48,0,29,1.0,105,Noun,NN,13438
prospectus,0,2.65,1.82,3,26,0.88,25,Noun,NN,14513
divider,0,3.9,1.3,0,30,1.0,8,Noun,NN,11170
foreword,0,3.52,1.7,1,28,0.96,9,Noun,NN,10860
heartland,0,2.31,0.88,2,28,0.93,28,Noun,NN,12217
sis,0,3.75,1.29,3,27,0.89,400,Noun,NN,10917
opacity,0,2.93,1.27,1,29,0.97,1,Noun,NN,13364
melodrama,0,2.14,1.3,0,29,1.0,35,Noun,NN,13544
