word,col2,concreteness,col4,col5,col6,col7,col8,col9,col10,frequency
juxtaposition,0,2.39,1.31,3,26,0.88,8,Noun,NN,15836
reasonableness,0,1.93,1.0,0,29,1.0,3,Noun,NN,10994
blob,0,4.06,1.21,0,31,1.0,60,Noun,NN,17202
objector,0,3.43,1.27,4,27,0.85,15,Noun,NN,15318
facilitation,0,1.81,0.88,0,27,1.0,6,Noun,NN,12379
leukemia,0,3.57,1.45,0,28,1.0,97,Noun,NN,15819
crutch,0,4.5,0.92,0,28,1.0,67,Noun,NN,17252
draught,0,3.46,1.28,3,27,0.89,24,Noun,NN,17190
cello,0,4.96,0.19,1,29,0.97,95,Noun,NN,17329
dispersal,0,2.78,1.28,1,28,0.96,23,Noun,NN,17120
hangar,0,4.5,1.14,4,30,0.87,173,Noun,NN,12769
inflow,0,2.69,1.17,0,29,1.0,4,Noun,NN,13067
fanfare,0,3.36,1.19,0,25,1.0,57,Noun,NN,12436
actuality,0,1.96,1.34,0,27,1.0,24,Noun,NN,16958
pretence,0,1.67,1.04,2,29,0.93,21,Noun,NN,13400
carnage,0,3.48,1.48,0,27,1.0,57,Noun,NN,17811
knack,0,2.05,1.09,3,25,0.88,127,Noun,NN,16210
courtship,0,2.52,1.23,0,25,1.0,59,Noun,NN,11214
rigidity,0,2.38,1.31,1,25,0.96,11,Noun,NN,13876
vertex,0,3.12,1.56,3,29,0.9,2,Noun,NN,14514
utensil,0,4.56,0.8,0,27,1.0,12,Noun,NN,18026
undertaker,0,4.07,1.15,1,29,0.97,78,Noun,NN,10319
probate,0,2.42,1.32,3,27,0.89,26,Noun,NN,14010
permutation,0,2.26,1.26,2,29,0.93,3,Noun,NN,13609
newsroom,0,4.54,0.92,0,28,1.0,39,Noun,NN,18137
dignitary,0,3.1,1.58,0,30,1.0,6,Noun,NN,11799
preamble,0,2.97,1.45,0,29,1.0,16,Noun,NN,10816
stallion,0,4.72,0.84,0,25,1.0,163,Noun,NN,14578
abode,0,3.92,1.38,2,26,0.92,33,Noun,NN,16809
toothpaste,0,4.97,0.19,0,29,1.0,160,Noun,NN,14061
toolbox,0,4.75,0.7,0,28,1.0,64,Noun,NN,10072
extermination,0,2.37,1.28,0,27,1.0,52,Noun,NN,13952
romanticism,0,1.46,0.71,2,28,0.93,10,Noun,NN,10411
gunfire,0,4.66,0.67,0,29,1.0,266,Noun,NN,15368
suction,0,3.96,1.32,0,28,1.0,287,Noun,NN,13327
antagonism,0,2.33,1.27,0,30,1.0,11,Noun,NN,13396
appropriateness,0,2.07,1.0,1,28,0.96,2,Noun,NN,13298
conductivity,0,2.67,1.21,0,27,1.0,3,Noun,NN,10761
solicitation,0,2.96,1.43,0,28,1.0,45,Noun,NN,16216
animosity,0,2.11,0.99,1,29,0.97,31,Noun,NN,13954
tenacity,0,1.41,0.63,1,30,0.97,14,Noun,NN,11758
epitome,0,1.8,1.22,3,28,0.89,22,Noun,NN,12785
freebie,0,2.67,1.32,0,30,1.0,41,Noun,NN,14448
minefield,0,4.43,0.88,2,30,0.93,52,Noun,NN,11254
ambiance,0,2.31,1.42,0,29,1.0,8,Noun,NN,10701
stuffing,0,4.57,0.92,1,29,0.97,165,Noun,NN,11525
knickers,0,4.54,0.88,0,28,1.0,65,Noun,NN,10109
reconsideration,0,1.59,0.93,0,27,1.0,4,Noun,NN,11174
catfish,0,4.85,0.77,0,27,1.0,63,Noun,NN,13168
reflector,0,4.3,1.09,0,30,1.0,14,Noun,NN,16639
unwillingness,0,1.8,1.32,0,30,1.0,4,Noun,NN,16519
herpes,0,3.88,1.24,0,25,1.0,66,Noun,NN,11142
charisma,0,2.07,1.27,0,28,1.0,50,Noun,NN,16723
lettering,0,4.41,0.93,0,27,1.0,23,Noun,NN,15620
indexing,0,2.54,1.36,1,27,0.96,5,Noun,NN,18950
restroom,0,4.93,0.38,0,27,1.0,125,Noun,NN,15934
upkeep,0,2.44,1.37,2,29,0.93,26,Noun,NN,13507
bombardment,0,2.81,1.44,0,26,1.0,43,Noun,NN,17544
airflow,0,3.59,1.24,0,29,1.0,7,Noun,NN,12510
opportunist,0,2.72,1.53,0,29,1.0,18,Noun,NN,10909
bro,0,3.27,1.25,2,28,0.93,1270,Noun,NN,12892
extravaganza,0,2.58,1.33,0,26,1.0,36,Noun,NN,11055
philanthropy,0,2.21,1.37,0,28,1.0,4,Noun,NN,16623
asterisk,0,4.0,1.5,1,27,0.96,23,Noun,NN,10424
malnutrition,0,3.1,1.35,0,29,1.0,23,Noun,NN,18421
pacifist,0,2.44,1.29,0,25,1.0,35,Noun,NN,12579
toiletry,0,4.52,0.87,1,30,0.97,3,Noun,NN,15376
inevitability,0,1.52,1.02,0,29,1.0,18,Noun,NN,11986
polyester,0,4.12,1.33,0,25,1.0,63,Noun,NN,13993
ringing,0,3.86,1.35,0,28,1.0,899,Noun,NN,17516
downtime,0,1.93,1.0,0,27,1.0,22,Noun,NN,15691
savior,0,3.04,1.63,1,25,0.96,173,Noun,NN,16939
adequacy,0,1.86,1.08,2,30,0.93,1,Noun,NN,15210
grocer,0,4.3,1.22,2,25,0.92,35,Noun,NN,12052
catwalk,0,4.15,1.05,0,26,1.0,36,Noun,NN,10344
pancreas,0,4.79,0.57,0,28,1.0,40,Noun,NN,13236
hedgehog,0,4.93,0.25,0,30,1.0,15,Noun,NN,13287
whisker,0,4.7,0.54,1,28,0.96,13,Noun,NN,10567
avalanche,0,4.32,1.06,0,28,1.0,173,Noun,NN,16777
multiplicity,0,2.21,1.23,0,28,1.0,4,Noun,NN,14628
hangover,0,3.57,1.43,0,28,1.0,199,Noun,NN,18482
adoration,0,2.19,1.24,1,28,0.96,30,Noun,NN,12029
indoctrination,0,1.88,0.86,3,29,0.9,15,Noun,NN,11044
roofing,0,4.66,0.86,0,29,1.0,13,Noun,NN,17344
stench,0,3.85,1.29,1,28,0.96,113,Noun,NN,11689
fable,0,3.07,1.53,0,30,1.0,20,Noun,NN,18300
psychotherapist,0,4.16,1.37,1,26,0.96,12,Noun,NN,12540
dissection,0,3.48,1.48,2,27,0.93,44,Noun,NN,12592
alchemy,0,2.1,1.32,1,30,0.97,11,Noun,NN,12126
rafter,0,4.97,0.19,1,30,0.97,3,Noun,NN,11332
envoy,0,3.5,1.43,0,30,1.0,44,Noun,NN,16256
cleavage,0,4.64,0.57,0,25,1.0,70,Noun,NN,11877
interlude,0,2.04,1.14,0,28,1.0,22,Noun,NN,13178
solstice,0,3.1,1.4,0,29,1.0,16,Noun,NN,11830
meningitis,0,4.11,1.31,0,28,1.0,36,Noun,NN,11932
edifice,0,3.64,1.36,2,24,0.92,21,Noun,NN,17008
synthesizer,0,4.04,1.26,0,28,1.0,27,Noun,NN,13082
gunshot,0,4.93,0.27,0,27,1.0,520,Noun,NN,14813
saliva,0,4.89,0.32,0,27,1.0,135,Noun,NN,14113
transporter,0,3.96,1.0,0,28,1.0,82,Noun,NN,12767
telegram,0,4.63,0.88,0,27,1.0,471,Noun,NN,14269
mutilation,0,3.14,1.16,0,29,1.0,48,Noun,NN,11727
inquisition,0,2.17,1.05,0,30,1.0,22,Noun,NN,16328
originator,0,2.52,1.25,1,28,0.96,3,Noun,NN,15553
pendant,0,4.75,0.59,0,28,1.0,46,Noun,NN,14289
hindrance,0,2.07,1.19,1,30,0.97,14,Noun,NN,16055
mobilization,0,2.3,1.3,0,27,1.0,19,Noun,NN,16868
circumference,0,3.96,1.27,0,25,1.0,38,Noun,NN,16711
brotherhood,0,2.58,1.21,0,26,1.0,212,Noun,NN,16716
reckoning,0,1.86,1.08,1,29,0.97,55,Noun,NN,14098
sonata,0,3.7,1.44,3,30,0.9,32,Noun,NN,11788
incontinence,0,3.62,1.02,1,22,0.95,11,Noun,NN,12313
pageant,0,4.0,1.2,0,33,1.0,244,Noun,NN,12675
grille,0,4.04,1.4,4,29,0.86,18,Noun,NN,15421
lighter,0,4.53,0.73,0,30,1.0,457,Noun,NN,16565
applicability,0,1.69,1.07,0,29,1.0,2,Noun,NN,17045
blockage,0,3.93,1.26,0,30,1.0,34,Noun,NN,18953
gnome,0,4.59,1.09,1,30,0.97,32,Noun,NN,18110
curfew,0,2.73,1.44,0,30,1.0,234,Noun,NN,14211
hamburger,0,5.0,0.0,0,29,1.0,397,Noun,NN,16993
colonist,0,3.8,1.45,0,30,1.0,3,Noun,NN,18336
fireball,0,4.32,0.86,0,28,1.0,76,Noun,NN,12062
phosphorus,0,4.27,1.28,3,29,0.9,34,Noun,NN,17719
standout,0,2.85,1.41,1,28,0.96,8,Noun,NN,17337
gully,0,4.33,1.14,2,29,0.93,47,Noun,NN,12155
bourbon,0,4.93,0.27,0,27,1.0,319,Noun,NN,11587
boarder,0,3.52,1.47,2,25,0.92,29,Noun,NN,10181
placard,0,4.46,1.26,1,29,0.97,6,Noun,NN,12621
fortification,0,3.22,1.45,1,28,0.96,5,Noun,NN,15845
vigilance,0,2.36,1.25,0,28,1.0,26,Noun,NN,13997
closeness,0,2.39,1.34,0,28,1.0,36,Noun,NN,14720
biographer,0,4.41,1.02,0,29,1.0,22,Noun,NN,17149
boardroom,0,4.66,0.77,0,29,1.0,39,Noun,NN,14596
trooper,0,4.0,1.26,0,30,1.0,226,Noun,NN,17056
resettlement,0,2.04,1.2,3,27,0.89,5,Noun,NN,11045
oncology,0,3.0,1.56,2,26,0.92,31,Noun,NN,10482
mucus,0,4.76,0.69,0,29,1.0,30,Noun,NN,12828
expo,0,3.21,1.55,2,30,0.93,20,Noun,NN,11868
stanza,0,3.29,1.55,4,28,0.86,2,Noun,NN,18609
heartbreak,0,2.15,1.43,0,27,1.0,112,Noun,NN,11262
scissors,0,4.85,0.61,0,26,1.0,341,Noun,NN,16783
toad,0,5.0,0.0,0,28,1.0,290,Noun,NN,16511
interpolation,0,1.36,0.79,4,26,0.85,2,Noun,NN,12293
sidekick,0,3.24,1.46,0,29,1.0,137,Noun,NN,12813
detergent,0,4.77,0.82,0,26,1.0,52,Noun,NN,18273
cheerleader,0,4.9,0.31,0,29,1.0,329,Noun,NN,14699
gust,0,3.85,1.03,1,28,0.96,24,Noun,NN,13079
centerpiece,0,4.62,0.82,0,29,1.0,32,Noun,NN,14800
dualism,0,2.19,1.42,0,27,1.0,1,Noun,NN,11100
wayside,0,2.75,1.4,0,28,1.0,13,Noun,NN,10241
millisecond,0,2.69,1.44,0,29,1.0,13,Noun,NN,14462
exhortation,0,2.04,1.43,3,27,0.89,2,Noun,NN,12275
breather,0,3.44,1.33,3,28,0.89,62,Noun,NN,10684
breakup,0,2.0,1.28,0,28,1.0,149,Noun,NN,14562
decoder,0,3.56,1.25,1,28,0.96,22,Noun,NN,13221
blackness,0,3.54,1.56,0,26,1.0,45,Noun,NN,11097
desirability,0,1.89,0.92,0,28,1.0,5,Noun,NN,10421
gymnastics,0,4.04,1.14,0,28,1.0,78,Noun,NN,12870
duality,0,1.93,1.12,1,29,0.97,14,Noun,NN,16078
freshness,0,2.12,1.07,0,26,1.0,29,Noun,NN,16819
stoppage,0,2.92,1.26,1,27,0.96,12,Noun,NN,12387
bosom,0,4.63,0.69,2,29,0.93,159,Noun,NN,18672
germination,0,3.42,1.56,1,25,0.96,1,Noun,NN,11816
salsa,0,4.7,0.72,0,27,1.0,109,Noun,NN,16000
stabilization,0,2.0,1.44,0,27,1.0,7,Noun,NN,14455
mahogany,0,4.5,0.95,0,26,1.0,38,Noun,NN,11680
complicity,0,1.7,1.03,1,28,0.96,21,Noun,NN,16899
curvature,0,2.93,1.58,0,29,1.0,12,Noun,NN,15355
spire,0,4.0,1.48,2,25,0.92,5,Noun,NN,13321
spree,0,2.92,1.44,0,25,1.0,109,Noun,NN,16660
pseudonym,0,2.8,1.63,1,26,0.96,7,Noun,NN,18311
decomposition,0,3.1,1.27,0,30,1.0,26,Noun,NN,16325
camcorder,0,5.0,0.0,0,30,1.0,32,Noun,NN,18538
cyclone,0,4.48,0.82,0,25,1.0,24,Noun,NN,13144
monologue,0,3.3,1.46,0,27,1.0,58,Noun,NN,18913
seafront,0,4.45,0.83,1,30,0.97,3,Noun,NN,13985
renegade,0,2.96,1.32,1,28,0.96,68,Noun,NN,11446
martyrdom,0,1.64,1.08,3,28,0.89,16,Noun,NN,15391
windfall,0,2.52,1.23,3,28,0.89,20,Noun,NN,13932
lefty,0,3.32,1.31,0,28,1.0,158,Noun,NN,17936
amplification,0,2.93,1.34,0,30,1.0,8,Noun,NN,17552
franchisee,0,3.72,1.62,4,29,0.86,1,Noun,NN,11133
graphite,0,4.58,0.85,1,32,0.97,21,Noun,NN,11308
reparation,0,2.37,1.42,2,29,0.93,6,Noun,NN,16696
individualism,0,1.88,1.17,1,26,0.96,13,Noun,NN,18583
pediatrician,0,4.57,0.79,0,28,1.0,72,Noun,NN,11369
tarmac,0,4.8,0.82,2,27,0.93,22,Noun,NN,18828
deliverance,0,2.34,1.14,0,29,1.0,30,Noun,NN,15868
violinist,0,4.84,0.45,0,31,1.0,33,Noun,NN,13180
torso,0,4.83,0.38,0,30,1.0,94,Noun,NN,17944
insignia,0,4.27,0.87,0,30,1.0,41,Noun,NN,10006
guidebook,0,4.83,0.53,0,30,1.0,35,Noun,NN,14820
gauntlet,0,4.43,0.84,0,28,1.0,39,Noun,NN,10537
signifier,0,2.42,1.35,3,27,0.89,1,Noun,NN,10085
modernization,0,2.41,1.31,0,27,1.0,5,Noun,NN,16061
psoriasis,0,3.84,1.28,2,27,0.93,23,Noun,NN,11219
reinstatement,0,2.04,0.92,1,29,0.97,14,Noun,NN,11525
dilution,0,2.24,0.88,2,27,0.93,2,Noun,NN,15778
faithfulness,0,1.72,0.84,0,25,1.0,10,Noun,NN,14377
peso,0,4.62,0.9,1,27,0.96,13,Noun,NN,10918
atrium,0,4.72,0.74,2,27,0.93,36,Noun,NN,12976
evaluator,0,2.96,1.64,1,29,0.97,1,Noun,NN,10305
compatriot,0,3.24,1.36,2,27,0.93,4,Noun,NN,12435
bartender,0,4.82,0.48,0,28,1.0,498,Noun,NN,16390
archery,0,3.93,1.36,0,29,1.0,40,Noun,NN,11600
annihilation,0,2.69,1.32,1,27,0.96,41,Noun,NN,14664
industrialist,0,3.0,1.57,1,27,0.96,26,Noun,NN,11303
booty,0,4.36,0.87,0,28,1.0,313,Noun,NN,11603
supernova,0,3.78,1.45,1,28,0.96,20,Noun,NN,15580
workhouse,0,4.23,0.95,3,29,0.9,16,Noun,NN,10499
bulldozer,0,4.9,0.41,0,29,1.0,66,Noun,NN,11755
plurality,0,2.54,1.23,1,29,0.97,1,Noun,NN,17759
genitals,0,4.96,0.19,0,28,1.0,63,Noun,NN,11299
eel,0,4.69,0.89,0,29,1.0,73,Noun,NN,13997
handbrake,0,4.69,0.6,1,30,0.97,9,Noun,NN,10721
cardiologist,0,4.48,0.91,0,29,1.0,36,Noun,NN,10003
secession,0,1.85,1.01,2,28,0.93,1,Noun,NN,11741
bridesmaid,0,4.41,0.93,0,27,1.0,125,Noun,NN,12978
subculture,0,2.14,1.33,0,28,1.0,6,Noun,NN,12261
goblin,0,4.38,1.21,0,29,1.0,48,Noun,NN,10143
clique,0,2.68,1.52,0,28,1.0,39,Noun,NN,13646
transfusion,0,3.41,1.4,0,29,1.0,78,Noun,NN,17189
gestation,0,3.44,1.31,1,28,0.96,14,Noun,NN,13528
nigger,0,3.5,1.8,1,29,0.97,1034,Noun,NN,10229
foolishness,0,2.33,1.3,0,30,1.0,106,Noun,NN,11281
spasm,0,4.07,1.11,1,28,0.96,56,Noun,NN,15163
captor,0,2.9,1.47,0,30,1.0,15,Noun,NN,10310
understatement,0,1.79,1.05,0,29,1.0,88,Noun,NN,18994
thyme,0,4.96,0.19,1,29,0.97,10,Noun,NN,10086
modesty,0,2.23,1.33,0,30,1.0,90,Noun,NN,18400
ecologist,0,3.68,1.39,1,29,0.97,2,Noun,NN,12194
microorganism,0,3.7,1.3,1,28,0.96,7,Noun,NN,16380
awning,0,4.61,0.92,0,28,1.0,24,Noun,NN,13393
freestyle,0,2.73,1.26,0,30,1.0,56,Noun,NN,12215
porridge,0,4.89,0.31,1,29,0.97,42,Noun,NN,11394
maggot,0,4.97,0.18,0,30,1.0,81,Noun,NN,12098
grapefruit,0,4.96,0.19,1,29,0.97,126,Noun,NN,10341
underworld,0,2.96,1.55,0,28,1.0,181,Noun,NN,18172
sightseeing,0,3.11,1.58,0,27,1.0,75,Noun,NN,14449
sanctity,0,1.35,0.69,1,27,0.96,84,Noun,NN,16794
ravine,0,4.61,0.92,1,29,0.97,94,Noun,NN,10475
gent,0,3.8,1.22,4,29,0.86,82,Noun,NN,13064
vulture,0,4.73,0.78,0,30,1.0,90,Noun,NN,15358
epiphany,0,1.6,0.71,0,25,1.0,66,Noun,NN,11233
pretense,0,1.76,1.02,1,30,0.97,44,Noun,NN,14856
chopper,0,4.07,1.03,0,29,1.0,596,Noun,NN,10993
housewife,0,4.43,0.88,0,28,1.0,180,Noun,NN,18403
sentinel,0,3.67,1.24,3,30,0.9,27,Noun,NN,15702
propane,0,4.59,0.57,0,27,1.0,28,Noun,NN,12726
dislocation,0,3.18,1.44,1,29,0.97,15,Noun,NN,12327
incompatibility,0,1.79,0.92,0,28,1.0,7,Noun,NN,10999
misgiving,0,1.83,0.92,0,24,1.0,3,Noun,NN,10872
foothold,0,4.03,1.15,0,29,1.0,29,Noun,NN,12720
backside,0,4.07,1.38,0,27,1.0,85,Noun,NN,18962
hairstyle,0,3.9,1.27,0,30,1.0,35,Noun,NN,13265
worshipper,0,3.39,1.31,1,29,0.97,8,Noun,NN,15604
oldie,0,2.57,1.14,0,28,1.0,23,Noun,NN,10082
motorcyclist,0,4.79,0.63,0,28,1.0,13,Noun,NN,10818
gait,0,3.54,1.33,2,28,0.93,16,Noun,NN,13600
hopelessness,0,1.67,1.03,0,30,1.0,11,Noun,NN,10443
hiatus,0,2.07,1.13,1,30,0.97,20,Noun,NN,16091
materialist,0,2.37,1.45,2,29,0.93,2,Noun,NN,12903
orchid,0,4.92,0.28,0,24,1.0,110,Noun,NN,18355
idealist,0,1.52,0.78,0,29,1.0,34,Noun,NN,11642
filth,0,4.14,1.08,0,28,1.0,231,Noun,NN,15393
oneness,0,1.96,1.24,3,28,0.89,21,Noun,NN,12860
lotion,0,4.79,0.77,0,29,1.0,166,Noun,NN,17595
fern,0,5.0,0.0,1,26,0.96,163,Noun,NN,16761
anus,0,4.86,0.36,0,28,1.0,56,Noun,NN,11865
redness,0,4.14,1.27,0,28,1.0,10,Noun,NN,10231
conqueror,0,3.54,1.5,0,28,1.0,57,Noun,NN,13179
machination,0,2.0,1.27,4,26,0.85,2,Noun,NN,11214
phrasing,0,1.93,1.1,1,30,0.97,13,Noun,NN,12280
transcendence,0,1.48,0.89,2,29,0.93,5,Noun,NN,10392
aphid,0,4.76,0.72,3,28,0.89,4,Noun,NN,15440
mismanagement,0,1.84,1.24,0,31,1.0,7,Noun,NN,13192
derivation,0,1.86,1.04,3,25,0.88,13,Noun,NN,15478
appointee,0,3.5,1.31,0,30,1.0,4,Noun,NN,15510
conveyor,0,4.22,1.09,0,27,1.0,43,Noun,NN,15861
pallet,0,4.59,1.09,0,29,1.0,21,Noun,NN,17265
troupe,0,4.0,1.2,2,24,0.92,90,Noun,NN,15695
purveyor,0,3.0,1.89,1,26,0.96,10,Noun,NN,10164
casket,0,4.86,0.45,0,28,1.0,162,Noun,NN,11376
taster,0,3.55,1.45,0,29,1.0,12,Noun,NN,13248
craftsmanship,0,2.64,1.32,0,25,1.0,32,Noun,NN,15037
perjury,0,2.22,1.25,1,28,0.96,115,Noun,NN,11112
incision,0,4.07,1.33,0,27,1.0,121,Noun,NN,14136
tiredness,0,2.68,1.38,0,25,1.0,2,Noun,NN,11528
portability,0,2.24,1.24,0,29,1.0,1,Noun,NN,15065
cosmology,0,2.52,1.64,3,28,0.89,6,Noun,NN,17970
spleen,0,4.7,0.61,1,28,0.96,131,Noun,NN,11454
gladiator,0,4.82,0.77,0,28,1.0,40,Noun,NN,10621
concussion,0,3.19,1.47,0,27,1.0,229,Noun,NN,15741
infidelity,0,2.07,1.04,0,27,1.0,67,Noun,NN,13139
countdown,0,3.3,1.2,0,27,1.0,180,Noun,NN,15801
euphoria,0,1.47,0.86,0,30,1.0,25,Noun,NN,10410
shopkeeper,0,4.43,1.01,0,30,1.0,20,Noun,NN,15220
inpatient,0,2.48,1.55,2,29,0.93,6,Noun,NN,16316
brickwork,0,4.48,0.75,2,29,0.93,2,Noun,NN,10455
disinformation,0,1.87,1.29,4,27,0.85,12,Noun,NN,11977
morph,0,2.7,1.2,3,30,0.9,38,Noun,NN,13713
octopus,0,5.0,0.0,0,28,1.0,99,Noun,NN,12073
mariner,0,4.38,0.98,1,27,0.96,22,Noun,NN,11651
munitions,0,3.82,1.33,3,25,0.88,64,Noun,NN,12345
microprocessor,0,4.18,1.42,0,28,1.0,19,Noun,NN,10369
splendor,0,1.59,0.69,0,27,1.0,60,Noun,NN,12292
dweller,0,3.5,1.46,0,30,1.0,9,Noun,NN,18379
reggae,0,3.41,1.15,0,29,1.0,49,Noun,NN,18009
pronoun,0,2.48,1.55,1,28,0.96,12,Noun,NN,18020
prologue,0,3.0,1.44,0,29,1.0,20,Noun,NN,12845
shellfish,0,4.53,0.97,0,30,1.0,50,Noun,NN,14545
sedan,0,4.72,0.84,0,29,1.0,90,Noun,NN,12109
heartache,0,2.2,1.35,0,25,1.0,74,Noun,NN,10544
cremation,0,3.69,1.47,0,29,1.0,41,Noun,NN,12784
gambler,0,4.03,1.15,0,29,1.0,234,Noun,NN,14556
padding,0,4.52,0.71,0,25,1.0,49,Noun,NN,17178
eczema,0,4.23,1.07,0,26,1.0,9,Noun,NN,13990
sandbox,0,4.86,0.45,0,28,1.0,54,Noun,NN,11445
deacon,0,3.52,1.64,2,27,0.93,146,Noun,NN,16030
euphemism,0,1.74,0.86,0,27,1.0,46,Noun,NN,11337
vertebra,0,4.45,1.18,0,29,1.0,31,Noun,NN,11397
chimp,0,4.96,0.2,1,26,0.96,153,Noun,NN,13288
impurity,0,1.93,1.08,0,30,1.0,7,Noun,NN,14528
teller,0,4.38,0.8,2,28,0.93,131,Noun,NN,14263
absentee,0,3.29,1.38,0,28,1.0,18,Noun,NN,13106
brokerage,0,3.61,1.31,2,25,0.92,28,Noun,NN,16447
legalization,0,2.0,1.36,0,28,1.0,1,Noun,NN,16080
gala,0,3.89,1.57,0,28,1.0,90,Noun,NN,17153
clipper,0,4.3,1.03,1,28,0.96,59,Noun,NN,10370
flask,0,4.79,0.68,0,29,1.0,57,Noun,NN,13105
propulsion,0,2.6,1.44,2,27,0.93,59,Noun,NN,16160
insomnia,0,2.68,1.49,1,29,0.97,88,Noun,NN,18440
bylaw,0,3.0,1.75,2,29,0.93,6,Noun,NN,12187
kale,0,4.81,0.4,2,28,0.93,28,Noun,NN,11679
cauliflower,0,5.0,0.0,0,24,1.0,28,Noun,NN,11146
chalet,0,4.36,1.19,4,29,0.86,26,Noun,NN,14246
abyss,0,3.07,1.7,0,28,1.0,90,Noun,NN,18253
earring,0,4.96,0.19,0,27,1.0,138,Noun,NN,17646
beech,0,3.96,1.55,4,27,0.85,18,Noun,NN,10892
manhood,0,2.59,1.34,0,27,1.0,146,Noun,NN,14977
morphine,0,4.5,0.92,0,28,1.0,331,Noun,NN,15260
donut,0,4.93,0.26,0,29,1.0,72,Noun,NN,14865
sequestration,0,2.5,1.48,3,29,0.9,1,Noun,NN,14845
radiotherapy,0,3.04,1.36,2,25,0.92,1,Noun,NN,14486
colonel,0,3.89,1.26,1,29,0.97,4909,Noun,NN,18870
concoction,0,3.5,1.31,0,30,1.0,20,Noun,NN,10948
cusp,0,2.74,1.16,1,28,0.96,14,Noun,NN,12378
bookkeeper,0,4.64,0.86,0,25,1.0,65,Noun,NN,12025
orphanage,0,4.65,0.93,1,24,0.96,273,Noun,NN,17206
napkin,0,4.93,0.38,0,28,1.0,184,Noun,NN,14097
airbag,0,4.81,0.63,1,27,0.96,20,Noun,NN,17477
roadblock,0,4.71,0.6,0,28,1.0,101,Noun,NN,12829
scuba,0,4.23,0.82,1,27,0.96,78,Noun,NN,14135
chimpanzee,0,4.96,0.19,0,28,1.0,62,Noun,NN,17013
summertime,0,2.96,1.53,1,28,0.96,61,Noun,NN,10118
deafness,0,3.48,1.4,0,27,1.0,14,Noun,NN,11126
dyslexia,0,2.64,1.57,1,29,0.97,13,Noun,NN,15985
schoolboy,0,4.5,0.96,0,28,1.0,67,Noun,NN,14826
aquifer,0,4.04,1.27,3,28,0.89,2,Noun,NN,16159
tubing,0,4.38,1.21,2,26,0.92,35,Noun,NN,15392
stroller,0,4.96,0.19,0,27,1.0,45,Noun,NN,14637
wrestler,0,4.42,1.03,0,26,1.0,91,Noun,NN,17915
deflection,0,3.07,1.39,0,29,1.0,15,Noun,NN,12195
duvet,0,4.85,0.46,2,29,0.93,12,Noun,NN,12790
parenthesis,0,4.78,0.64,2,29,0.93,3,Noun,NN,15964
fluoride,0,4.37,1.08,0,27,1.0,12,Noun,NN,18396
femininity,0,2.17,1.42,1,30,0.97,20,Noun,NN,11424
modernism,0,2.12,1.37,1,27,0.96,2,Noun,NN,17095
bodyguard,0,4.75,0.8,0,28,1.0,292,Noun,NN,14340
slime,0,4.48,0.83,0,29,1.0,141,Noun,NN,11538
semblance,0,2.0,1.11,2,29,0.93,22,Noun,NN,14490
showdown,0,3.21,1.21,0,29,1.0,64,Noun,NN,15918
eradication,0,2.3,1.29,0,30,1.0,15,Noun,NN,16441
orbiter,0,3.56,1.28,4,31,0.87,4,Noun,NN,11161
hardcover,0,4.69,0.66,0,29,1.0,8,Noun,NN,11949
subcontractor,0,3.83,1.28,1,30,0.97,2,Noun,NN,14846
tunic,0,3.75,1.62,2,26,0.92,28,Noun,NN,12081
monoxide,0,2.9,1.54,0,29,1.0,58,Noun,NN,14655
flashlight,0,5.0,0.0,0,30,1.0,302,Noun,NN,18804
wearer,0,3.78,1.5,2,29,0.93,27,Noun,NN,15223
squatter,0,3.67,1.12,0,30,1.0,12,Noun,NN,11770
exclusivity,0,1.65,0.8,3,29,0.9,11,Noun,NN,12234
prawn,0,4.62,1.07,3,24,0.88,26,Noun,NN,14865
paternity,0,2.59,1.35,0,29,1.0,49,Noun,NN,13713
snowfall,0,4.66,0.55,0,29,1.0,20,Noun,NN,12510
peculiarity,0,1.96,0.92,0,28,1.0,5,Noun,NN,14448
negation,0,1.92,0.95,0,25,1.0,5,Noun,NN,14074
zodiac,0,3.07,1.78,0,28,1.0,31,Noun,NN,10057
amnesia,0,3.61,1.37,0,28,1.0,189,Noun,NN,11167
degeneration,0,2.17,1.34,0,29,1.0,20,Noun,NN,15734
travesty,0,2.07,1.24,1,28,0.96,46,Noun,NN,11350
recitation,0,3.08,1.44,1,26,0.96,24,Noun,NN,11432
deregulation,0,2.0,1.25,2,31,0.94,3,Noun,NN,17665
crayon,0,4.87,0.34,0,23,1.0,21,Noun,NN,11335
photosynthesis,0,3.36,1.59,0,28,1.0,11,Noun,NN,12556
quartz,0,4.72,0.75,0,29,1.0,27,Noun,NN,17536
clientele,0,3.31,1.39,0,29,1.0,80,Noun,NN,17413
avocado,0,4.89,0.58,0,27,1.0,62,Noun,NN,16146
filament,0,4.27,1.31,2,28,0.93,17,Noun,NN,17860
alligator,0,4.96,0.19,0,28,1.0,178,Noun,NN,12673
asymmetry,0,2.89,1.5,0,28,1.0,3,Noun,NN,13000
banjo,0,4.9,0.4,0,30,1.0,83,Noun,NN,15239
pineapple,0,4.94,0.4,4,5870,1.0,130,Noun,NN,16918
lingerie,0,4.87,0.35,0,30,1.0,144,Noun,NN,10566
broccoli,0,4.87,0.51,0,30,1.0,116,Noun,NN,18074
